,route_short_name,stop_name,service_id,average_wait
846,401,Pinosava,Zimski-Nedelja,0:30:41.666667
847,401,Pinosava,Zimski-Subota,0:30:41.666667
848,36,Železnička Stanica Beograd Centar,Zimski-Nedelja,0:22:18.461538
849,36,Železnička Stanica Beograd Centar,Zimski-Subota,0:22:18.461538
850,36,Železnička Stanica Beograd Centar,Zimski-Radni Dan,0:22:18.461538
851,20,Veliki Mokri Lug,Zimski-Radni Dan,0:22:42
852,20,Veliki Mokri Lug,Zimski-Nedelja,0:27:40.975610
853,20,Veliki Mokri Lug,Zimski-Subota,0:27:40.975610
854,34,Pere Velimirovića,Zimski-Radni Dan,0:23:05.714286
855,34,Pere Velimirovića,Zimski-Nedelja,0:33:57.931034
856,34,Pere Velimirovića,Zimski-Subota,0:33:57.931034
857,104,Crvenka,Zimski-Radni Dan,0:23:15.918367
858,104,Crvenka,Zimski-Nedelja,0:40:21.428571
859,104,Crvenka,Zimski-Subota,0:40:21.428571
860,6,Tašmajdan /Park/,Zimski-Subota,0:23:45
861,6,Tašmajdan /Park/,Zimski-Nedelja,0:23:45
862,6,Tašmajdan /Park/,Zimski-Radni Dan,0:24:12.272727
863,EKO1,Garaža Novi Beograd,Zimski-Subota,0:24:01.304348
864,EKO1,Garaža Novi Beograd,Zimski-Radni Dan,0:24:01.304348
865,EKO1,Garaža Novi Beograd,Zimski-Nedelja,0:24:01.304348
866,709,Zemun (Novi Grad),Zimski-Radni Dan,0:24:13.333333
867,709,Zemun (Novi Grad),Zimski-Subota,0:32:03.529412
868,709,Zemun (Novi Grad),Zimski-Nedelja,0:41:43.846154
869,68,Blok 70,Zimski-Radni Dan,0:25:37.500000
870,68,Blok 70,Zimski-Subota,0:29:17.142857
871,68,Blok 70,Zimski-Nedelja,0:29:17.142857
872,92,Ostružnica /Karaula/,Zimski-Nedelja,0:26:00
873,92,Ostružnica /Karaula/,Zimski-Subota,0:26:00
874,92,Ostružnica /Karaula/,Zimski-Radni Dan,0:26:00
875,202,Veliko Selo,Zimski-Radni Dan,0:26:02.790698
876,202,Veliko Selo,Zimski-Subota,0:29:28.421053
877,202,Veliko Selo,Zimski-Nedelja,0:29:28.421053
878,70,Ikea,Zimski-Subota,0:26:05.853659
879,70,Ikea,Zimski-Nedelja,0:26:05.853659
880,70,Ikea,Zimski-Radni Dan,0:26:05.853659
881,534,Ripanj /Groblje/,Zimski-Radni Dan,0:26:13.333333
882,534,Ripanj /Groblje/,Zimski-Nedelja,0:49:33.913043
883,534,Ripanj /Groblje/,Zimski-Subota,0:49:33.913043
884,91,Ostružnica /Novo Naselje/,Zimski-Radni Dan,0:26:25.714286
885,91,Ostružnica /Novo Naselje/,Zimski-Subota,0:29:27.567568
886,91,Ostružnica /Novo Naselje/,Zimski-Nedelja,0:29:27.567568
887,512,Sremčica /Naselje Gorica/,Zimski-Radni Dan,0:26:45
888,513,Sremčica /Naselje Gorica/,Zimski-Nedelja,0:36:00
889,512,Sremčica /Naselje Gorica/,Zimski-Subota,0:36:53.793103
890,512,Sremčica /Naselje Gorica/,Zimski-Nedelja,0:36:53.793103
891,513,Sremčica /Naselje Gorica/,Zimski-Subota,0:37:46.666667
892,513,Sremčica /Naselje Gorica/,Zimski-Radni Dan,0:42:00
893,306,Leštane,Zimski-Radni Dan,0:27:54.285714
894,306,Leštane,Zimski-Subota,0:32:36.666667
895,306,Leštane,Zimski-Nedelja,0:32:36.666667
896,602,Src Surčin,Zimski-Radni Dan,0:28:37.500000
897,602,Src Surčin,Zimski-Nedelja,0:37:50
898,602,Src Surčin,Zimski-Subota,0:37:50
899,312,Mz Vml,Zimski-Nedelja,0:29:00
900,312,Mz Vml,Zimski-Radni Dan,0:29:00
901,312,Mz Vml,Zimski-Subota,0:29:00
902,521,Vidikovac,Zimski-Nedelja,0:29:07.894737
903,521,Vidikovac,Zimski-Radni Dan,0:29:07.894737
904,521,Vidikovac,Zimski-Subota,0:29:07.894737
905,521,Železnik /Tariš/,Zimski-Radni Dan,0:29:10
906,521,Železnik /Tariš/,Zimski-Nedelja,0:29:10
907,521,Železnik /Tariš/,Zimski-Subota,0:29:10
908,506,Resnik (Patin Majdan),Zimski-Radni Dan,0:29:35
909,506,Resnik (Patin Majdan),Zimski-Nedelja,0:38:34.285714
910,506,Resnik (Patin Majdan),Zimski-Subota,0:38:34.285714
911,38L,Železnička Stanica Beograd Centar,Zimski-Nedelja,0:29:50.625000
912,38L,Železnička Stanica Beograd Centar,Zimski-Subota,0:29:50.625000
913,38L,Železnička Stanica Beograd Centar,Zimski-Radni Dan,0:29:50.625000
914,403,Zuce,Zimski-Radni Dan,0:29:52.307692
915,403,Zuce,Zimski-Subota,0:48:32.500000
916,403,Zuce,Zimski-Nedelja,0:48:32.500000
917,38L,Pogon Kosmaj,Zimski-Subota,0:30:00
918,38L,Pogon Kosmaj,Zimski-Radni Dan,0:30:00
919,38L,Pogon Kosmaj,Zimski-Nedelja,0:30:00
920,72,Aerodrom Nikola Tesla,Zimski-Radni Dan,0:30:50
921,72,Aerodrom Nikola Tesla,Zimski-Nedelja,0:31:42.857143
922,72,Aerodrom Nikola Tesla,Zimski-Subota,0:31:42.857143
923,32E,Trg Republike,Zimski-Radni Dan,0:31:17.777778
924,87,Čukarička Padina,Zimski-Subota,0:33:27.692308
925,87,Čukarička Padina,Zimski-Nedelja,0:33:27.692308
926,87,Čukarička Padina,Zimski-Radni Dan,0:33:37.241379
927,87A,Čukarička Padina,Zimski-Nedelja,0:38:10.909091
928,87A,Čukarička Padina,Zimski-Subota,0:38:10.909091
929,87A,Čukarička Padina,Zimski-Radni Dan,0:38:10.909091
930,56L,Čukarička Padina,Zimski-Radni Dan,0:48:27.692308
931,409,Voždovac-Okretnica,Zimski-Subota,0:33:42.222222
932,409,Voždovac-Okretnica,Zimski-Radni Dan,0:33:42.222222
933,409,Voždovac-Okretnica,Zimski-Nedelja,0:33:42.222222
934,406L,Voždovac-Okretnica,Zimski-Nedelja,0:35:18.750000
935,406L,Voždovac-Okretnica,Zimski-Radni Dan,0:35:18.750000
936,406L,Voždovac-Okretnica,Zimski-Subota,0:35:18.750000
937,503,Voždovac-Okretnica,Zimski-Radni Dan,0:42:30
938,503,Voždovac-Okretnica,Zimski-Nedelja,1:12:51.428571
939,503,Voždovac-Okretnica,Zimski-Subota,1:12:51.428571
940,303,Vrčin ,Zimski-Radni Dan,0:34:32.727273
941,303,Vrčin ,Zimski-Subota,0:43:16.153846
942,303,Vrčin ,Zimski-Nedelja,0:43:16.153846
943,507,Rušanj (Drobnjački Kraj),Zimski-Nedelja,0:35:00
944,507,Rušanj (Drobnjački Kraj),Zimski-Radni Dan,0:35:00
945,507,Rušanj (Drobnjački Kraj),Zimski-Subota,0:35:00
946,406L,Beli Potok (Igralište),Zimski-Subota,0:35:09.375000
947,406L,Beli Potok (Igralište),Zimski-Radni Dan,0:35:09.375000
948,406L,Beli Potok (Igralište),Zimski-Nedelja,0:35:09.375000
949,513,Velika Moštanica (Živojina Tabakovića),Zimski-Nedelja,0:36:21.818182
950,513,Velika Moštanica (Živojina Tabakovića),Zimski-Subota,0:37:53.684211
951,513,Velika Moštanica (Živojina Tabakovića),Zimski-Radni Dan,0:42:24
952,408,Ralja /Drumine/,Zimski-Radni Dan,0:36:46.451613
953,408,Ralja /Drumine/,Zimski-Subota,0:43:16.153846
954,408,Ralja /Drumine/,Zimski-Nedelja,1:03:49.411765
955,106,Jabučki Rit,Zimski-Radni Dan,0:37:20
956,106,Jabučki Rit,Zimski-Subota,0:52:22.857143
957,106,Jabučki Rit,Zimski-Nedelja,0:52:22.857143
958,64,Šumice,Zimski-Radni Dan,0:38:10.909091
959,64,Šumice,Zimski-Subota,0:38:10.909091
960,64,Šumice,Zimski-Nedelja,0:38:10.909091
961,606,Grmovac /25.Nova/,Zimski-Subota,0:38:40
962,606,Grmovac /25.Nova/,Zimski-Radni Dan,0:38:40
963,606,Grmovac /25.Nova/,Zimski-Nedelja,0:38:40
964,407L,Bela Reka,Zimski-Nedelja,0:42:45
965,407L,Bela Reka,Zimski-Subota,0:42:45
966,407L,Bela Reka,Zimski-Radni Dan,0:42:45
967,407,Bela Reka,Zimski-Subota,0:43:16.153846
968,407,Bela Reka,Zimski-Radni Dan,0:43:16.153846
969,407,Bela Reka,Zimski-Nedelja,0:43:16.153846
970,404,Bela Reka,Zimski-Nedelja,1:05:52.941176
971,404,Bela Reka,Zimski-Radni Dan,1:05:52.941176
972,404,Bela Reka,Zimski-Subota,1:05:52.941176
973,407L,Trebež (Okretnica),Zimski-Nedelja,0:43:00
974,407L,Trebež (Okretnica),Zimski-Subota,0:43:00
975,407L,Trebež (Okretnica),Zimski-Radni Dan,0:43:00
976,54,Mz Makiš,Zimski-Radni Dan,0:44:00
977,54,Mz Makiš,Zimski-Nedelja,1:24:13.846154
978,54,Mz Makiš,Zimski-Subota,1:24:13.846154
979,553,Rucka /Okretnica/,Zimski-Radni Dan,0:45:27.272727
980,553,Rucka /Okretnica/,Zimski-Nedelja,1:24:18
981,553,Rucka /Okretnica/,Zimski-Subota,1:24:18
982,613,Radiofar,Zimski-Subota,0:45:30
983,613,Radiofar,Zimski-Radni Dan,0:45:30
984,613,Radiofar,Zimski-Nedelja,1:21:00
985,705,13. Maj,Zimski-Radni Dan,0:48:02.608696
986,705,13. Maj,Zimski-Nedelja,0:52:37.142857
987,705,13. Maj,Zimski-Subota,0:52:37.142857
988,60L,Toplana,Zimski-Nedelja,0:48:07.500000
989,60L,Toplana,Zimski-Subota,0:48:07.500000
990,60,Toplana,Zimski-Radni Dan,0:57:30
991,60L,Toplana,Zimski-Radni Dan,1:18:00
992,501,Staro Kijevo,Zimski-Radni Dan,0:56:40
993,501,Staro Kijevo,Zimski-Subota,0:56:40
994,501,Staro Kijevo,Zimski-Nedelja,0:56:40
995,107,Dunavac,Zimski-Radni Dan,0:57:15
996,102,Vrbovski,Zimski-Nedelja,0:58:09.473684
997,102,Vrbovski,Zimski-Radni Dan,0:58:09.473684
998,102,Vrbovski,Zimski-Subota,0:58:09.473684
999,706E,Aerodrom Batajnica,Zimski-Radni Dan,0:58:34.285714
1000,706E,Aerodrom Batajnica,Zimski-Nedelja,1:23:00
1001,706E,Aerodrom Batajnica,Zimski-Subota,1:23:00
1002,406,Institut Jaroslav Černi,Zimski-Subota,1:05:37.500000
1003,406,Institut Jaroslav Černi,Zimski-Nedelja,1:05:37.500000
1004,406,Institut Jaroslav Černi,Zimski-Radni Dan,1:05:37.500000
1005,404,Trešnja /Okretnica/,Zimski-Subota,1:05:52.941176
1006,404,Trešnja /Okretnica/,Zimski-Radni Dan,1:05:52.941176
1007,404,Trešnja /Okretnica/,Zimski-Nedelja,1:05:52.941176
1008,110,Put Za Vrbovski,Zimski-Subota,1:14:40
1009,110,Put Za Vrbovski,Zimski-Nedelja,1:14:40
1010,110,Put Za Vrbovski,Zimski-Radni Dan,1:14:40
1011,109,Put Za Dunavac,Zimski-Subota,1:16:20
1012,109,Put Za Dunavac,Zimski-Nedelja,1:16:20
1013,109,Put Za Dunavac,Zimski-Radni Dan,1:16:20
