,route_short_name,stop_name,average_wait
14979,604,Vila Mara,0:20:15.789474
14980,605,Vila Mara,0:22:36.923077
14981,603,Vila Mara,0:23:09.795918
14986,72,Vila Mara,0:31:00
14993,101,Put Za Jabučki Rit,0:10:21.052632
14996,101,Pk Beograd,0:10:21.052632
14999,101,Mali Zbeg,0:10:21.052632
15000,85,Mali Zbeg,0:16:43.384615
15005,106,Mali Zbeg,0:36:08.275862
15008,101,Naselje Tovilište 1,0:10:21.052632
15011,101,Pretok,0:10:21.052632
15012,85,Pretok,0:16:43.384615
15017,106,Pretok,0:36:08.275862
15020,101,Groblje Zbeg,0:10:21.052632
15021,85,Groblje Zbeg,0:16:42.461538
15026,106,Groblje Zbeg,0:36:10.344828
15029,101,Put Za Kovilovo,0:10:21.052632
15032,106,Put Za Kovilovo,0:37:00
15035,101,Frikom,0:10:21.052632
15038,601,Surčin /Mlin/,0:10:21.081081
15040,610,Surčin /Mlin/,0:17:10.746269
15042,604,Surčin /Mlin/,0:19:48.214286
15043,605,Surčin /Mlin/,0:21:35.769231
15046,602,Surčin /Mlin/,0:28:31.500000
15053,607,Surčin /Mlin/,1:31:52.500000
15056,601,Surčin /Centar/,0:10:21.081081
15058,610,Surčin /Centar/,0:17:09.850746
15060,604,Surčin /Centar/,0:19:47.142857
15061,605,Surčin /Centar/,0:21:35.769231
15062,603,Surčin /Centar/,0:22:46.250000
15072,607,Surčin /Centar/,1:31:52.500000
15074,601,Malinjak,0:10:21.081081
15076,610,Malinjak,0:17:07.164179
15078,604,Malinjak,0:19:37.090909
15079,605,Malinjak,0:21:36.923077
15080,603,Malinjak,0:22:47.500000
15091,607,Malinjak,1:31:52.500000
15092,601,Biodekor,0:10:21.081081
15093,71,Biodekor,0:13:37.857143
15097,610,Biodekor,0:16:53.636364
15099,604,Biodekor,0:19:36
15100,605,Biodekor,0:21:38.076923
15103,72,Biodekor,0:30:43.333333
15110,601,Novo Naselje,0:10:21.081081
15112,610,Novo Naselje,0:16:54.545455
15114,604,Novo Naselje,0:19:37.090909
15115,605,Novo Naselje,0:21:36.923077
15116,603,Novo Naselje,0:22:47.500000
15119,72,Novo Naselje,0:30:45
15128,601,Crkva,0:10:21.081081
15130,610,Crkva,0:17:08.059701
15132,604,Crkva,0:19:46.071429
15133,605,Crkva,0:21:35.769231
15134,603,Crkva,0:22:47.500000
15144,607,Crkva,1:31:52.500000
15146,601,Krušedolska,0:10:21.081081
