,route_short_name,stop_name,average_wait
5968,68,Blok 70,0:25:36
5971,E1,Blok 70,0:29:00
5975,95,Mz Blok 61,0:06:44.733728
5978,89,Mz Blok 61,0:12:36.976744
5980,E6,Mz Blok 61,0:19:33.913043
5983,95,Gandijeva,0:06:44.733728
5986,94,Gandijeva,0:09:22.500000
5987,73,Gandijeva,0:11:35.257732
5990,89,Gandijeva,0:12:36.976744
5993,610,Gandijeva,0:16:50
5995,E6,Gandijeva,0:19:33.913043
5998,68,Gandijeva,0:25:37.500000
6001,E1,Gandijeva,0:29:00
6005,95,Blok 63,0:06:44.733728
6008,89,Blok 63,0:12:36.976744
6010,E6,Blok 63,0:19:33.913043
6013,95,Dr Ivana Ribara,0:06:44.733728
6014,45,Dr Ivana Ribara,0:07:40.684932
6019,89,Dr Ivana Ribara,0:12:36.976744
6021,610,Dr Ivana Ribara,0:17:27.761194
6023,E6,Dr Ivana Ribara,0:19:33.913043
6024,604,Dr Ivana Ribara,0:20:15.789474
6025,605,Dr Ivana Ribara,0:22:35.769231
6033,95,Omladinskih Brigada,0:06:44.733728
6036,89,Omladinskih Brigada,0:12:36.976744
6038,E6,Omladinskih Brigada,0:19:33.913043
6042,E1,Omladinskih Brigada,0:29:00
6043,95,Naselje Belvil,0:06:44.733728
6046,89,Naselje Belvil,0:12:36.976744
6049,E6,Naselje Belvil,0:19:33.913043
6052,E1,Naselje Belvil,0:29:00
6053,95,Dr Ivana Ribara 1,0:06:44.733728
6056,94,Dr Ivana Ribara 1,0:09:22.500000
6057,73,Dr Ivana Ribara 1,0:11:35.876289
6063,E6,Dr Ivana Ribara 1,0:19:33.913043
6064,604,Dr Ivana Ribara 1,0:20:15.789474
6065,605,Dr Ivana Ribara 1,0:22:35.769231
6066,E1,Dr Ivana Ribara 1,0:29:00
6072,95,Blok 45,0:06:44.733728
6075,94,Blok 45,0:09:22.500000
6076,73,Blok 45,0:11:35.876289
6082,E6,Blok 45,0:19:33.913043
6083,604,Blok 45,0:20:15.789474
6084,605,Blok 45,0:22:35.769231
6086,E1,Blok 45,0:29:00
6091,48,Hala Aleksandar Nikolić,0:06:45
6092,33,Hala Aleksandar Nikolić,0:07:24.400000
6097,511,Nićiforovićeva,0:06:45.086705
6100,512,Nićiforovićeva,0:26:36
6102,521,Nićiforovićeva,0:29:10
6106,511,Železnik /Savska/,0:06:45.086705
6109,54,Železnik /Savska/,0:43:55.384615
6112,511,Stevana Filipovića,0:06:45.086705
6115,512,Stevana Filipovića,0:26:37.500000
6116,521,Stevana Filipovića,0:29:10
6121,511,Železnička Rampa,0:06:45.086705
6124,512,Železnička Rampa,0:26:37.500000
6126,521,Železnička Rampa,0:29:10
6130,511,Žikice Jovanovića,0:06:45.086705
6133,512,Žikice Jovanovića,0:26:39
6136,511,Kongrap,0:06:45.086705
6139,54,Kongrap,0:43:55.384615
6142,511,Ivo Lola Ribar,0:06:45.086705
6143,88,Ivo Lola Ribar,0:07:23.846154
6148,58,Ivo Lola Ribar,0:15:24.347826
6151,54,Ivo Lola Ribar,0:43:55.384615
6154,511,Tc Galerija,0:06:45.172414
6155,46,Tc Galerija,0:07:24
6158,EKO2,Tc Galerija,0:10:14.423077
6159,3A,Tc Galerija,0:10:15.789474
6161,601,Tc Galerija,0:10:28.947368
6162,51,Tc Galerija,0:11:11.875000
6174,36,Tc Galerija,0:22:18.461538
6175,511,Savski Trg (Savska),0:06:45.172414
6178,601,Savski Trg (Savska),0:10:24.424779
6179,51,Savski Trg (Savska),0:11:12.500000
6184,36,Savski Trg (Savska),0:21:57.647059
6187,511,Beograd Na Vodi,0:06:45.172414
6188,EKO2,Beograd Na Vodi,0:10:08.823529
6191,51,Beograd Na Vodi,0:11:11.875000
6196,48,Trg Slavija /Bulevar Oslobođenja/,0:06:45.375000
6197,33,Trg Slavija /Bulevar Oslobođenja/,0:07:24.800000
6198,59,Trg Slavija /Bulevar Oslobođenja/,0:07:25.416667
6200,47,Trg Slavija /Bulevar Oslobođenja/,0:08:00.851064
6201,9,Trg Slavija /Bulevar Oslobođenja/,0:08:53.437500
6204,39,Trg Slavija /Bulevar Oslobođenja/,0:10:11.320755
6205,78,Trg Slavija /Bulevar Oslobođenja/,0:10:35.757576
6211,E9,Trg Slavija /Bulevar Oslobođenja/,0:11:50.270270
6213,42,Trg Slavija /Bulevar Oslobođenja/,0:12:59.294118
6215,10,Trg Slavija /Bulevar Oslobođenja/,0:14:12.467532
6221,14,Trg Slavija /Bulevar Oslobođenja/,0:17:30
6222,30,Trg Slavija /Bulevar Oslobođenja/,0:17:34.838710
6226,402,Trg Slavija /Bulevar Oslobođenja/,0:21:22.173913
6227,401,Trg Slavija /Bulevar Oslobođenja/,0:21:45.600000
6230,36,Trg Slavija /Bulevar Oslobođenja/,0:21:57.647059
6239,48,Cvijićeva,0:06:45.375000
6240,33,Cvijićeva,0:07:24
6245,48,Pravni Fakultet,0:06:45.375000
6246,33,Pravni Fakultet,0:07:24.400000
6251,10,Pravni Fakultet,0:14:11.688312
6254,48,27. Marta,0:06:45.375000
6255,33,27. Marta,0:07:24.400000
6260,511,Put Za Železnik,0:06:45.433526
6263,54,Put Za Železnik,0:43:55.384615
6266,511,Kula Beograd,0:06:45.517241
6267,46,Kula Beograd,0:07:24.400000
6270,EKO2,Kula Beograd,0:10:14.423077
6271,3A,Kula Beograd,0:10:15.789474
6273,601,Kula Beograd,0:10:28.947368
6274,51,Kula Beograd,0:11:11.875000
6285,36,Kula Beograd,0:22:18.461538
6287,511,Savski Most,0:06:45.517241
6290,601,Savski Most,0:10:28.947368
6291,51,Savski Most,0:11:12.500000
6296,511,Palata Pravde,0:06:45.517241
6299,601,Palata Pravde,0:10:24.424779
6300,51,Palata Pravde,0:11:12.500000
6305,36,Palata Pravde,0:21:57.647059
6308,511,Savski Park,0:06:45.517241
6310,EKO2,Savski Park,0:10:14.423077
6312,601,Savski Park,0:10:28.947368
6313,51,Savski Park,0:11:11.875000
6320,48,Fakultet Organizacionih Nauka,0:06:45.750000
6322,47,Fakultet Organizacionih Nauka,0:08:03.802817
6326,402,Fakultet Organizacionih Nauka,0:21:20.869565
6327,401,Fakultet Organizacionih Nauka,0:21:46.800000
6332,48,Veljka Lukića Kurjaka,0:06:45.750000
6334,47,Veljka Lukića Kurjaka,0:08:03.380282
6338,402,Veljka Lukića Kurjaka,0:21:22.173913
6339,401,Veljka Lukića Kurjaka,0:21:45.600000
6344,48,Trg Oslobođenja,0:06:45.750000
6346,47,Trg Oslobođenja,0:08:03.380282
6350,402,Trg Oslobođenja,0:21:22.173913
6351,401,Trg Oslobođenja,0:21:45.600000
6356,511,Čukarica,0:06:45.862069
6357,56,Čukarica,0:07:25.063291
6362,55,Čukarica,0:11:23.877551
6363,89,Čukarica,0:12:36.976744
6365,551,Čukarica,0:17:59.076923
6371,92,Čukarica,0:26:05.853659
6374,91,Čukarica,0:26:21.428571
6379,87,Čukarica,0:33:43.448276
6380,553,Čukarica,0:45:27.272727
6381,56L,Čukarica,0:48:27.692308
6384,48,Mosorska,0:06:46.125000
6386,47,Mosorska,0:08:03.802817
6390,402,Mosorska,0:21:20.869565
6391,401,Mosorska,0:22:03.529412
6396,48,Crkva Sv. Vasilija Ostroškog,0:06:46.125000
6398,47,Crkva Sv. Vasilija Ostroškog,0:08:03.380282
6402,402,Crkva Sv. Vasilija Ostroškog,0:21:20.869565
6403,401,Crkva Sv. Vasilija Ostroškog,0:22:03.529412
6408,48,Atletska Dvorana,0:06:46.125000
6410,47,Atletska Dvorana,0:08:03.380282
6414,402,Atletska Dvorana,0:21:22.173913
6415,401,Atletska Dvorana,0:21:45.600000
6420,48,Miljakovac 2,0:06:46.500000
6423,505L,Miljakovac 2,0:13:20
6426,48,Narod. Heroja Velizara Stankovića,0:06:46.500000
6429,505L,Narod. Heroja Velizara Stankovića,0:13:20
6432,48,Slavoljuba Vuksanovića,0:06:46.500000
6435,505L,Slavoljuba Vuksanovića,0:13:19.230769
6438,48,Nikole Marakovića,0:06:46.875000
6441,505L,Nikole Marakovića,0:13:20.769231
6444,48,Miljakovačka Šuma,0:06:46.875000
6447,505L,Miljakovačka Šuma,0:13:21.538462
6450,511,Tomaška,0:06:47.241379
6453,511,Tesarska,0:06:47.241379
6456,511,Sare Bernar,0:06:47.241379
6459,512,Sare Bernar,0:26:42
6462,511,Sremčica (Centar),0:06:47.241379
6465,511,Šumske Ekonomije,0:06:47.241379
6468,511,Jeličićev Venac,0:06:47.241379
6471,511,Gorica,0:06:47.586207
6474,512,Gorica,0:26:43.500000
6477,511,Obrenovačka,0:06:47.586207
6480,511,Sremčica /Ulaz/,0:06:47.586207
6483,512,Sremčica /Ulaz/,0:26:43.500000
6486,95,Blok Sutjeska,0:06:48
6489,43,Blok Sutjeska,0:08:27.794118
6491,101,Blok Sutjeska,0:10:21.769912
6495,96,Blok Sutjeska,0:11:42.127660
6496,105,Blok Sutjeska,0:15:56.571429
6499,104,Blok Sutjeska,0:22:55
6502,106,Blok Sutjeska,0:36:00
6507,95,Pakračka,0:06:48
6510,101,Pakračka,0:10:22.300885
6513,96,Pakračka,0:11:42.765957
6514,105,Pakračka,0:15:56.571429
6517,104,Pakračka,0:22:55
6520,106,Pakračka,0:36:02.068966
6525,95,"Blok ""Branko Momirov""",0:06:48
6528,43,"Blok ""Branko Momirov""",0:08:28.235294
6530,101,"Blok ""Branko Momirov""",0:10:24.642857
6534,96,"Blok ""Branko Momirov""",0:11:40.851064
6535,105,"Blok ""Branko Momirov""",0:15:55.714286
6538,104,"Blok ""Branko Momirov""",0:22:55
6541,106,"Blok ""Branko Momirov""",0:35:57.931034
6546,95,Partizanski Blok,0:06:48
6549,43,Partizanski Blok,0:08:28.235294
6551,101,Partizanski Blok,0:10:21.769912
6555,96,Partizanski Blok,0:11:41.489362
6556,105,Partizanski Blok,0:15:55.714286
6559,104,Partizanski Blok,0:22:55
6562,106,Partizanski Blok,0:36:00
6567,95,Pirotsko Naselje,0:06:48
6570,101,Pirotsko Naselje,0:10:21.769912
6573,96,Pirotsko Naselje,0:11:42.127660
6574,105,Pirotsko Naselje,0:15:56.571429
6577,104,Pirotsko Naselje,0:22:55
6580,106,Pirotsko Naselje,0:36:00
6585,95,Sebeš Suvi,0:06:48.352941
6588,101,Sebeš Suvi,0:10:22.300885
6591,96,Sebeš Suvi,0:11:43.404255
6592,105,Sebeš Suvi,0:15:57.428571
6595,104,Sebeš Suvi,0:22:55
6598,106,Sebeš Suvi,0:36:02.068966
6603,95,Sebeš Mokri,0:06:48.352941
6606,101,Sebeš Mokri,0:10:22.300885
6609,96,Sebeš Mokri,0:11:44.680851
6610,105,Sebeš Mokri,0:15:58.285714
6613,104,Sebeš Mokri,0:23:18.367347
6616,106,Sebeš Mokri,0:36:04.137931
6621,95,Sebeška Reka,0:06:48.352941
6624,101,Sebeška Reka,0:10:22.300885
6627,96,Sebeška Reka,0:11:44.680851
6628,105,Sebeška Reka,0:15:58.285714
6631,104,Sebeška Reka,0:23:19.591837
6634,106,Sebeška Reka,0:36:02.068966
6639,95,Bratstva I Jedinstva,0:06:48.705882
6642,101,Bratstva I Jedinstva,0:10:21.052632
6645,96,Bratstva I Jedinstva,0:11:57.473684
6648,105L,Bratstva I Jedinstva,0:22:00
6649,104,Bratstva I Jedinstva,0:23:18.367347
6652,106,Bratstva I Jedinstva,0:36:06.206897
6657,95,Borča Raskršće,0:06:48.705882
6660,101,Borča Raskršće,0:10:21.052632
6663,96,Borča Raskršće,0:11:55.578947
6664,105,Borča Raskršće,0:15:59.142857
6667,104,Borča Raskršće,0:23:19.591837
6670,106,Borča Raskršće,0:36:04.137931
6675,95,Save Mrkalja,0:06:48.705882
6680,96,Save Mrkalja,0:11:58.105263
6681,85,Save Mrkalja,0:16:56.363636
6683,105L,Save Mrkalja,0:22:01.200000
6685,104,Save Mrkalja,0:23:18.367347
6690,95,Kosovopoljska,0:06:48.705882
6693,101,Kosovopoljska,0:10:21.052632
6696,96,Kosovopoljska,0:11:56.842105
6699,105L,Kosovopoljska,0:22:00
6700,104,Kosovopoljska,0:23:19.591837
6703,106,Kosovopoljska,0:36:06.206897
6708,95,Drinske Divizije,0:06:49.058824
6713,96,Drinske Divizije,0:11:58.105263
6714,85,Drinske Divizije,0:16:55.454545
6716,105L,Drinske Divizije,0:22:00
6718,104,Drinske Divizije,0:23:19.591837
6723,95,Borča 3,0:06:49.058824
6728,96,Borča 3,0:12:00
6729,95,Bele Bartoka,0:06:49.058824
6734,96,Bele Bartoka,0:11:59.368421
6735,85,Bele Bartoka,0:16:56.363636
6737,105L,Bele Bartoka,0:22:01.200000
6741,95,Kombinatova,0:06:49.058824
6746,96,Kombinatova,0:11:58.736842
6747,85,Kombinatova,0:16:56.363636
6749,105L,Kombinatova,0:22:02.400000
6753,511,Sremčica,0:06:49.714286
6756,551,Sremčica,0:17:44.516129
6759,511,Vašarska,0:06:49.714286
6762,511,Mirkovićeva,0:06:50.057143
6765,511,Sremčica /Izlaz/,0:06:50.057143
6768,48,Slavoljuba Vuksanovića,0:06:54.110429
6771,505L,Slavoljuba Vuksanovića,0:13:23.846154
6774,48,Narod. Heroja Velizara Stankovića,0:06:54.110429
6777,505L,Narod. Heroja Velizara Stankovića,0:13:23.846154
6780,48,Nikole Marakovića,0:06:54.110429
6783,505L,Nikole Marakovića,0:13:23.846154
6786,48,Miljakovac 2,0:06:54.110429
6789,505L,Miljakovac 2,0:13:23.846154
6792,48,Miljakovačka Šuma,0:06:54.110429
6795,505L,Miljakovačka Šuma,0:13:23.846154
6798,23,27. Marta,0:06:56.687117
6799,40,27. Marta,0:09:26.842105
6802,28,27. Marta,0:09:47.394958
6807,48,Veljka Lukića Kurjaka,0:06:57.073171
6809,47,Veljka Lukića Kurjaka,0:08:11.739130
6813,402,Veljka Lukića Kurjaka,0:21:18.260870
6814,401,Veljka Lukića Kurjaka,0:22:13.584906
6819,48,Trg Slavija /Bulevar Oslobođenja/,0:06:57.073171
6820,33,Trg Slavija /Bulevar Oslobođenja/,0:07:44.275862
6821,9,Trg Slavija /Bulevar Oslobođenja/,0:08:46.771654
6824,78,Trg Slavija /Bulevar Oslobođenja/,0:10:54
6828,E9,Trg Slavija /Bulevar Oslobođenja/,0:11:48.648649
6830,10,Trg Slavija /Bulevar Oslobođenja/,0:14:14.025974
6834,14,Trg Slavija /Bulevar Oslobođenja/,0:17:30
6838,36,Trg Slavija /Bulevar Oslobođenja/,0:21:57.647059
6841,48,Trg Oslobođenja,0:06:57.073171
6843,47,Trg Oslobođenja,0:08:11.304348
6847,402,Trg Oslobođenja,0:21:18.260870
6848,401,Trg Oslobođenja,0:22:12.452830
6853,48,Železnička Stanica Dunav,0:06:57.073171
6854,33,Železnička Stanica Dunav,0:07:45.517241
6860,96,Železnička Stanica Dunav,0:11:47.142857
6862,48,Cvijićeva,0:06:57.073171
6863,33,Cvijićeva,0:07:44.689655
6868,48,Crkva Sv. Vasilija Ostroškog,0:06:57.073171
6870,47,Crkva Sv. Vasilija Ostroškog,0:08:11.304348
6874,402,Crkva Sv. Vasilija Ostroškog,0:21:18.260870
6875,401,Crkva Sv. Vasilija Ostroškog,0:22:15.849057
6880,48,Mosorska,0:06:57.073171
6882,47,Mosorska,0:08:11.304348
6886,402,Mosorska,0:21:18.260870
6887,401,Mosorska,0:22:15.849057
6892,48,27. Marta,0:06:57.073171
6893,33,27. Marta,0:07:44.689655
6898,48,Hala Aleksandar Nikolić,0:06:57.073171
6899,33,Hala Aleksandar Nikolić,0:07:44.689655
6904,48,Žs Pančevački Most,0:06:57.073171
6905,33,Žs Pančevački Most,0:07:45.517241
6910,48,Fakultet Organizacionih Nauka,0:06:57.073171
6912,47,Fakultet Organizacionih Nauka,0:08:11.304348
6916,402,Fakultet Organizacionih Nauka,0:21:18.260870
6917,401,Fakultet Organizacionih Nauka,0:22:14.716981
6922,48,Pravni Fakultet,0:06:57.073171
6923,33,Pravni Fakultet,0:07:44.275862
6928,48,Atletska Dvorana,0:06:57.073171
6930,47,Atletska Dvorana,0:08:11.304348
6934,402,Atletska Dvorana,0:21:18.260870
6935,401,Atletska Dvorana,0:22:13.584906
6940,48,Franše Deperea,0:06:57.073171
6941,59,Franše Deperea,0:07:30
6942,33,Franše Deperea,0:07:43.448276
6944,47,Franše Deperea,0:08:11.304348
6947,39,Franše Deperea,0:09:54.495413
6948,78,Franše Deperea,0:10:54
6952,E9,Franše Deperea,0:11:48.648649
6954,42,Franše Deperea,0:13:12.558140
6960,402,Franše Deperea,0:21:18.260870
6963,36,Franše Deperea,0:21:57.647059
6964,401,Franše Deperea,0:22:11.320755
6971,23,Vidikovac,0:06:58.125000
6974,53,Vidikovac,0:11:40
6978,521,Vidikovac,0:29:10
6980,23,Petra Lekovića,0:07:00
6983,53,Petra Lekovića,0:11:27.500000
6986,E2,Petra Lekovića,0:13:06.956522
6988,23,Žarkovačka,0:07:00
6991,53,Žarkovačka,0:11:32.783505
6994,E2,Žarkovačka,0:13:06.956522
6996,23,Luke Vojvodića,0:07:01.118012
6999,53,Luke Vojvodića,0:11:43.917526
7002,E2,Luke Vojvodića,0:13:06.086957
7004,23,Pilota Mihajla Petrovića,0:07:01.118012
7005,59,Pilota Mihajla Petrovića,0:07:27.916667
7009,53,Pilota Mihajla Petrovića,0:11:44.536082
7011,89,Pilota Mihajla Petrovića,0:12:36.976744
7013,E2,Pilota Mihajla Petrovića,0:13:06.086957
7018,504,Pilota Mihajla Petrovića,0:19:02.105263
7021,534,Pilota Mihajla Petrovića,0:26:47.727273
7024,23,Toplana,0:07:01.118012
7025,59,Toplana,0:07:27.500000
7029,53,Toplana,0:11:45.154639
7031,89,Toplana,0:12:36.976744
7033,E2,Toplana,0:13:06.086957
7037,504,Toplana,0:19:02.105263
7041,534,Toplana,0:26:49.090909
7044,23,Pionirski Grad,0:07:01.490683
7047,53,Pionirski Grad,0:11:43.917526
7050,E2,Pionirski Grad,0:13:06.086957
7052,23,Vidikovački Venac,0:07:01.490683
7053,59,Vidikovački Venac,0:07:27.916667
7057,53,Vidikovački Venac,0:11:44.536082
7059,89,Vidikovački Venac,0:12:36.976744
7061,E2,Vidikovački Venac,0:13:06.086957
7066,504,Vidikovački Venac,0:19:02.105263
7069,534,Vidikovački Venac,0:26:49.090909
7072,23,Mz Vidikovac,0:07:01.490683
7073,59,Mz Vidikovac,0:07:27.916667
7077,53,Mz Vidikovac,0:11:44.536082
7079,89,Mz Vidikovac,0:12:36.976744
7081,E2,Mz Vidikovac,0:13:06.086957
7086,534,Mz Vidikovac,0:26:49.090909
7089,23,Ratka Mitrovića,0:07:01.490683
7092,53,Ratka Mitrovića,0:11:44.536082
7095,E2,Ratka Mitrovića,0:13:06.086957
7097,23,Miloja Zakića,0:07:01.490683
7100,53,Miloja Zakića,0:11:43.917526
7103,E2,Miloja Zakića,0:13:06.086957
7105,23,Sc  Košutnjak,0:07:01.863354
7108,53,Sc  Košutnjak,0:11:43.298969
7111,E2,Sc  Košutnjak,0:13:06.086957
7113,24,Neimar,0:07:02.181818
7116,23,Pionirski Grad,0:07:02.909091
7119,53,Pionirski Grad,0:11:32.783505
7122,E2,Pionirski Grad,0:13:06.956522
7124,23,Sc  Košutnjak,0:07:02.909091
7127,53,Sc  Košutnjak,0:11:32.164948
7130,E2,Sc  Košutnjak,0:13:06.956522
7132,23,Miloja Zakića,0:07:03.272727
7135,53,Miloja Zakića,0:11:32.783505
7138,E2,Miloja Zakića,0:13:06.956522
7140,71,Ledine,0:07:03.272727
7143,603,Ledine,0:12:09.896907
7146,23,Luke Vojvodića,0:07:03.272727
7149,53,Luke Vojvodića,0:11:32.783505
7152,E2,Luke Vojvodića,0:13:06.956522
7154,23,Ratka Mitrovića,0:07:03.272727
7157,53,Ratka Mitrovića,0:11:32.783505
7160,E2,Ratka Mitrovića,0:13:06.956522
7162,57,Ratka Mitrovića,0:19:32.941176
7165,23,Vidikovac,0:07:03.636364
7168,53,Vidikovac,0:11:32.783505
7171,23,Vidikovački Venac,0:07:03.636364
7172,59,Vidikovački Venac,0:07:29.166667
7176,53,Vidikovački Venac,0:11:32.783505
7179,89,Vidikovački Venac,0:12:35.294118
7180,E2,Vidikovački Venac,0:13:06.956522
7185,534,Vidikovački Venac,0:25:40.909091
7188,23,Toplana,0:07:03.636364
7189,59,Toplana,0:07:29.166667
7193,53,Toplana,0:11:32.783505
7196,89,Toplana,0:12:35.294118
7197,E2,Toplana,0:13:06.956522
7203,504,Toplana,0:19:02.105263
7205,534,Toplana,0:25:40.909091
7208,23,Mz Vidikovac,0:07:03.636364
7209,59,Mz Vidikovac,0:07:28.750000
7213,53,Mz Vidikovac,0:11:32.783505
7216,89,Mz Vidikovac,0:12:35.294118
7217,E2,Mz Vidikovac,0:13:06.956522
7222,534,Mz Vidikovac,0:25:40.909091
7225,27,Mirijevo 3,0:07:03.703704
7227,74,Mirijevo 3,0:10:06.857143
7231,20,Mirijevo 3,0:22:35
7234,27,Semjuela Beketa,0:07:04.074074
7236,74,Semjuela Beketa,0:10:09.622642
7238,79,Semjuela Beketa,0:12:36.818182
7243,20,Semjuela Beketa,0:22:40.408163
7246,27,Mihaila Bulgakova,0:07:04.417178
7249,23,Žarkovačka,0:07:04.444444
7252,53,Žarkovačka,0:11:44.693878
7255,E2,Žarkovačka,0:13:06.086957
7257,27,Stojčino Brdo,0:07:04.785276
7258,46,Stojčino Brdo,0:07:16.912752
7259,27E,Stojčino Brdo,0:07:49.565217
7266,E6,Stojčino Brdo,0:19:33.913043
7268,27,Matice Srpske,0:07:04.785276
7271,27,Selište,0:07:04.785276
7272,46,Selište,0:07:16.912752
7273,27E,Selište,0:07:49.565217
7281,E6,Selište,0:19:33.913043
7282,23,Petra Lekovića,0:07:04.814815
7285,53,Petra Lekovića,0:11:44.693878
7288,E2,Petra Lekovića,0:13:06.086957
7290,27,Nikole Doksata,0:07:05.153374
7291,27E,Nikole Doksata,0:07:49.565217
7297,E6,Nikole Doksata,0:19:33.913043
7298,27,Ladne Vode,0:07:05.153374
7299,27E,Ladne Vode,0:07:49.565217
7304,E6,Ladne Vode,0:19:33.913043
7306,27,Vitezova Karađorđeve Zvezde,0:07:05.153374
7307,46,Vitezova Karađorđeve Zvezde,0:07:16.912752
7308,27E,Vitezova Karađorđeve Zvezde,0:07:49.565217
7315,E6,Vitezova Karađorđeve Zvezde,0:19:33.913043
7317,23,27. Marta,0:07:05.185185
7318,40,27. Marta,0:09:18.584071
7321,28,27. Marta,0:09:49.655172
7326,27,Astronomska,0:07:05.521472
7327,27E,Astronomska,0:07:49.565217
7332,E6,Astronomska,0:19:33.913043
7334,27,Ćalije,0:07:05.521472
7335,27E,Ćalije,0:07:49.565217
7340,E6,Ćalije,0:19:33.913043
7342,27,Sime Trojanovića,0:07:05.521472
7343,27E,Sime Trojanovića,0:07:49.565217
7348,E6,Sime Trojanovića,0:19:33.913043
7350,27,Bosutska,0:07:05.521472
7351,27E,Bosutska,0:07:49.565217
7356,E6,Bosutska,0:19:33.913043
7358,23,Cvijićeva,0:07:05.555556
7361,27,Oštreljska,0:07:09.146341
7362,27E,Oštreljska,0:07:49.565217
7367,27,Triglavska,0:07:09.146341
7368,27E,Triglavska,0:07:49.565217
7373,E6,Triglavska,0:19:33.913043
7375,27,Vatrogasna Komanda,0:07:09.146341
7377,32,Vatrogasna Komanda,0:09:50.256410
7378,25,Vatrogasna Komanda,0:11:04.038462
7380,12,Vatrogasna Komanda,0:11:51.702128
7384,25P,Vatrogasna Komanda,0:14:47.671233
7391,66,Vatrogasna Komanda,0:19:45.333333
7393,27,Generala Aračića,0:07:09.146341
7394,27E,Generala Aračića,0:07:49.565217
7399,E6,Generala Aračića,0:19:33.913043
7401,27,Marijane Gregoran,0:07:09.146341
7402,27E,Marijane Gregoran,0:07:49.565217
7407,E6,Marijane Gregoran,0:19:33.913043
7409,27,Omladinski Stadion,0:07:09.146341
7411,32,Omladinski Stadion,0:09:50.769231
7412,25,Omladinski Stadion,0:11:04.038462
7414,12,Omladinski Stadion,0:11:51.702128
7418,25P,Omladinski Stadion,0:14:47.671233
7424,66,Omladinski Stadion,0:19:42.666667
7427,27,Vukov Spomenik,0:07:09.512195
7429,74,Vukov Spomenik,0:10:16.111111
7430,2,Vukov Spomenik,0:10:50.285714
7431,5,Vukov Spomenik,0:11:12.857143
7432,12,Vukov Spomenik,0:11:51.702128
7443,EKO1,Vukov Spomenik,0:23:09.333333
7445,27,Novo Groblje,0:07:09.512195
7447,32,Novo Groblje,0:09:50.256410
7448,25,Novo Groblje,0:11:04.038462
7450,12,Novo Groblje,0:11:51.702128
7454,25P,Novo Groblje,0:14:47.671233
7461,66,Novo Groblje,0:19:45.333333
7463,27,Dalmatinska,0:07:09.512195
7464,65,Dalmatinska,0:08:10.948905
7466,32,Dalmatinska,0:09:50.256410
7467,74,Dalmatinska,0:10:15.555556
7469,25,Dalmatinska,0:11:07.428571
7471,12,Dalmatinska,0:11:51.702128
7476,25P,Dalmatinska,0:14:46.849315
7484,66,Dalmatinska,0:19:49.333333
7487,88,Džona Kenedija,0:07:15.394737
7488,15,Džona Kenedija,0:07:42.162162
7490,84,Džona Kenedija,0:08:02.097902
7497,706,Džona Kenedija,0:13:20.714286
7499,88,Džona Kenedija 1,0:07:15.394737
7502,56,Zeleni Venac,0:07:16.538462
7503,52,Zeleni Venac,0:09:43.008850
7506,53,Zeleni Venac,0:11:22.105263
7511,56L,Zeleni Venac,0:48:27.692308
7512,56,Kamenička,0:07:16.538462
7513,52,Kamenička,0:09:43.008850
7516,53,Kamenička,0:11:22.105263
7521,56L,Kamenička,0:48:27.692308
7522,88,Bulevar Zorana Đinđića,0:07:16.862745
7523,18,Bulevar Zorana Đinđića,0:08:14.142857
7528,73,Bulevar Zorana Đinđića,0:11:35.876289
7530,611,Bulevar Zorana Đinđića,0:14:18.157895
7531,85,Bulevar Zorana Đinđića,0:16:47.462687
7532,610,Bulevar Zorana Đinđića,0:16:49.090909
7536,708,Bulevar Zorana Đinđića,0:23:46.956522
7539,68,Bulevar Zorana Đinđića,0:25:33
7546,711,Bulevar Zorana Đinđića,0:47:49.565217
7549,76,Bulevar Zorana Đinđića,0:47:50
7553,607,Bulevar Zorana Đinđića,1:31:52.500000
7555,88,Beogradska Arena /Španskih Boraca/,0:07:16.862745
7556,18,Beogradska Arena /Španskih Boraca/,0:08:13.714286
7559,601,Beogradska Arena /Španskih Boraca/,0:10:24.955752
7564,88,Go Novi Beograd,0:07:16.862745
7565,17,Go Novi Beograd,0:07:48.413793
7570,73,Go Novi Beograd,0:11:35.257732
7572,611,Go Novi Beograd,0:14:18.157895
7573,85,Go Novi Beograd,0:16:47.462687
7574,610,Go Novi Beograd,0:16:48.181818
7578,708,Go Novi Beograd,0:23:46.956522
7585,612,Go Novi Beograd,0:47:30
7587,711,Go Novi Beograd,0:47:49.565217
7590,76,Go Novi Beograd,0:47:50
7595,607,Go Novi Beograd,1:31:52.500000
7597,88,Omladinskih Brigada,0:07:16.862745
7598,18,Omladinskih Brigada,0:08:14.142857
7601,601,Omladinskih Brigada,0:10:24.424779
7606,88,Sava Centar,0:07:16.862745
7607,17,Sava Centar,0:07:51.369863
7608,18,Sava Centar,0:08:13.285714
7613,74,Sava Centar,0:10:04.485981
7614,601,Sava Centar,0:10:24.424779
7622,70,Sava Centar,0:25:16.500000
7624,88,Beogradska Arena /Antifašističke Borbe/,0:07:16.862745
7625,18,Beogradska Arena /Antifašističke Borbe/,0:08:13.714286
7628,74,Beogradska Arena /Antifašističke Borbe/,0:10:04.485981
7629,601,Beogradska Arena /Antifašističke Borbe/,0:10:24.955752
7637,70,Beogradska Arena /Antifašističke Borbe/,0:25:15
7639,46,Mirijevo 2,0:07:16.912752
