,DC,CC,BC,EVC
Brankov Most(297),0.0022371364653243847,0.057034012613466516,0.011951736318843546,0.016078453664601578
Milana Rakića(2283),0.0009587727708533077,0.044672558285624546,0.011948961412082274,2.0581031701514881e-07
Svetozara Radojčića(262),0.001278363694471077,0.047909967845659165,0.011946735056851041,3.804831916870516e-07
Umka-Izlaz(1959),0.0006391818472355385,0.043846865278439506,0.011890267456456747,2.0355064771678814e-07
1000 Ruža(3890),0.0009587727708533077,0.03723448563098709,0.011856502296629547,2.667974774471211e-12
Naselje Braće Jerković(431),0.0006391818472355385,0.04721094799100744,0.011821463369723562,1.6389725953851492e-07
Zaplanjska(428),0.001278363694471077,0.047163981128378274,0.011804633481981323,1.5843482825211286e-07
Dobanovačka Petlja(2251),0.0009587727708533077,0.043203910305975916,0.011789771059363956,8.188875855583326e-08
Brđanska(2145),0.0009587727708533077,0.03560010467272707,0.011785531629490037,4.893312240898617e-13
Đurđevdanska(2876),0.0006391818472355385,0.03701513018584458,0.011753157247439213,6.668523857576011e-12
Kefalonijska(1563),0.001278363694471077,0.03924298291820302,0.011742164079851894,3.7830666089874913e-10
Ušće(299),0.0009587727708533077,0.05493425095243947,0.011721227723531357,0.004065264410640688
Pretok(2156),0.0006391818472355385,0.04071091218985415,0.01171731790415072,3.8647577313413214e-07
Resnik /Ulaz/(888),0.0006391818472355385,0.036370610593855705,0.011714174457237388,4.845823605909806e-13
Zemljoradnička(691),0.0006391818472355385,0.03926120180182441,0.011696036490109639,1.3730075409466967e-10
Dobanovci /Ulaz/(1826),0.001278363694471077,0.04322241100658904,0.011695741134292975,1.3274100328446987e-07
Ugrinovci /Ulaz/(1830),0.0009587727708533077,0.03821119347393359,0.011666181339562749,1.2438262107582667e-09
Savski Trg(69),0.0019175455417066154,0.0593524156376259,0.011659585904559426,0.009208291587479399
Kovačka(693),0.0009587727708533077,0.03837804025462707,0.011602167676815014,3.300205763138588e-11
Miška Kranjca(2462),0.0006391818472355385,0.047995214283523026,0.01159807125440558,1.220075589954844e-07
Beranska(679),0.0006391818472355385,0.04702575971625237,0.011543429866328359,9.880316463355776e-07
Put Za Jabučki Rit(1286),0.0006391818472355385,0.03946074103967513,0.011530704015314395,1.5481345866436518e-07
Umka - Centar(965),0.0006391818472355385,0.04565550448675859,0.011522837502055983,6.222250690379498e-07
Trg Slavija(3054),0.001278363694471077,0.058977645417876125,0.011477604191591308,0.016305464428344255
Institut Torlak(683),0.001278363694471077,0.04380573716557701,0.011475378869920465,5.268880677534107e-08
Jakovo Čelik(2052),0.0006391818472355385,0.022497681207353987,0.011412165769562704,2.7006028147796086e-21
Španskih Boraca(1731),0.0009587727708533077,0.058348562264573155,0.011408619054605733,0.0004737278163291608
Omladinski Stadion/Izlaz/(1093),0.001278363694471077,0.04647812007961736,0.011397753935227073,0.00025033797432658783
Glumčevo Brdo /Gorčinac/(2031),0.0009587727708533077,0.03073522911448357,0.011387044695959912,1.9670635237290195e-15
Beogradska Arena(434),0.0009587727708533077,0.06090392401121146,0.01138373897323988,0.00148734981720601
Kolonija(2002),0.0009587727708533077,0.031346423562412344,0.011375334615958209,4.670077962427347e-16
Stovarište(2233),0.0006391818472355385,0.022451029633350075,0.011362978720681606,1.198597770560002e-21
Palata Srbija(303),0.0006391818472355385,0.053528355144983324,0.011356976042219117,0.0009036626566729232
Zemljoradnička (Izlaz) - Osečinska(2884),0.0006391818472355385,0.03615376616173871,0.011354443028542707,6.042299280566577e-13
Put Za Zaklopaču(1467),0.0006391818472355385,0.02474319739994781,0.011344583496790451,1.1521811816203159e-15
Podavalska (Izlaz)(2887),0.0006391818472355385,0.035605776123988665,0.011331272113601801,2.2274292711875194e-13
Zabran Torlak(2878),0.0006391818472355385,0.03610495707560232,0.011318457056692743,1.4822772728532067e-12
Naselje Radiofar(1860),0.0009587727708533077,0.04679928208196231,0.011294003105707296,8.709121480781323e-07
Hotel Jugoslavija(305),0.001278363694471077,0.05233491670569345,0.011284949701234457,0.0003266480438026876
Moračko Brdo(3085),0.0006391818472355385,0.04209379288078134,0.011282656451739715,4.4697596684755045e-08
Bratstva I Jedinstva(1280),0.0009587727708533077,0.03946721156393083,0.011279723368189585,9.168656235320771e-08
Pirotsko Naselje(1259),0.0009587727708533077,0.042905331285651604,0.011251603393081566,4.355684943857032e-06
Kumodraž 1(695),0.0006391818472355385,0.038820376665591426,0.011231891376945491,1.2607253166309691e-11
Pogon Kosmaj(2838),0.0006391818472355385,0.05555950140274868,0.011204837730849657,8.388656122351263e-05
Oš Branko Radičević(787),0.0009587727708533077,0.04683150237974077,0.011197693635097886,2.791145465850818e-07
Vizantijska (1574),0.001278363694471077,0.04591544748851747,0.011194293782256871,5.868766247662323e-08
Put Za Zuce(2391),0.0006391818472355385,0.03187815190260303,0.011182014125728286,2.1772248435492203e-15
Save Jovanovića(1952),0.0006391818472355385,0.0431104559044378,0.011156773971879438,2.4507940496123007e-08
Borča Raskršće(1932),0.001278363694471077,0.03725044345766021,0.011149033855900096,1.9315305920786244e-09
Rospi Ćuprija(1399),0.0006391818472355385,0.04011692757413746,0.011133513234950675,5.575372838752807e-07
Vitezova Karađorđeve Zvezde(476),0.0006391818472355385,0.04289062821268488,0.0111259527783016,4.4421135579045134e-08
Surčinska(1140),0.001278363694471077,0.04415126287568788,0.011125359391966145,8.222024208344632e-08
Marička(737),0.0009587727708533077,0.04550015268507612,0.011114279376961158,4.344716793654268e-08
Naselje Okrajak(2253),0.0006391818472355385,0.04144261079176711,0.011103479973070322,1.8578034995134686e-08
Omladinskih Brigada 1(2322),0.001278363694471077,0.055213424855746325,0.01107235781907618,5.4324449282115536e-05
Kumodraž 2(681),0.0006391818472355385,0.045294654101706695,0.011022739633227039,2.1729774670816123e-07
Medaković 2(260),0.0006391818472355385,0.0491865126149493,0.0110023058881305,1.4928747155151892e-06
Skladište Boja(1537),0.001278363694471077,0.02974108432818797,0.010985643406027295,1.0736146088957066e-12
Institut Torlak(682),0.0006391818472355385,0.04391887149975437,0.010974353809573697,1.4522140905130397e-07
Put Za Zuce(2392),0.0006391818472355385,0.03177682089612869,0.010970436353374705,1.8457641588179514e-15
Karađorđev Trg(310),0.0015979546180888463,0.05291551106000135,0.010961981128112343,0.004543642154944943
Trg Oslobođenja(2752),0.0009587727708533077,0.05823128745300927,0.0109569815949494,0.0007523146707266203
Omladinski Stadion(76),0.001278363694471077,0.04974246470812667,0.010951130556967852,0.0010330528327114137
Prvomajska(1565),0.0006391818472355385,0.04407414711102347,0.01094466547870501,9.368629153586022e-08
Savski Trg (Savska)(1726),0.0009587727708533077,0.061877076411960136,0.010940967523115741,0.005001960920871604
Robni Terminal(1082),0.0009587727708533077,0.04331455308074586,0.010922511740236434,3.977599818955172e-08
Rakovica Selo (Gornji Kraj)(2882),0.0006391818472355385,0.03529650644677323,0.01091966992484721,2.0269035225059592e-13
Zemljoradnička (Put Za Deponiju)(2880),0.0006391818472355385,0.03530765845567078,0.010917420356543469,3.56052569616762e-13
Umka - Izlaz(972),0.0006391818472355385,0.04373654636437337,0.010909130293659551,1.3615202469837307e-07
Frikom(1288),0.0006391818472355385,0.03799035974891638,0.010903578347422496,3.358064534560015e-08
Kolonija(2001),0.0009587727708533077,0.0314323887209057,0.010872630763616033,5.420534699856059e-16
Bulevar Umetnosti(2323),0.0006391818472355385,0.05657716300515324,0.010811797400941188,0.00010996231837073658
Put Za Zaklopaču(1466),0.0006391818472355385,0.024305555555555556,0.010798939801060933,9.926713999227592e-16
Kosovopoljska(2155),0.0009587727708533077,0.03796731098249063,0.010785480563064298,1.0280207452726519e-08
Bulevar Kralja Aleksandra(481),0.0015979546180888463,0.04635212206503222,0.010783662844272077,2.0631059542074534e-07
Stovarište(2232),0.0006391818472355385,0.02201025597737776,0.010782792339420292,9.369216510374906e-22
Janković Stojana(735),0.0009587727708533077,0.04415749364944962,0.010750066515998247,1.2167661676060347e-08
Boljevci /Zapis/(2055),0.0006391818472355385,0.021965601965601964,0.010733605290539195,4.1955488299345918e-22
Usek(1469),0.0006391818472355385,0.02415507418672513,0.010715414408670815,3.8640967850459776e-16
Franše Deperea(639),0.0022371364653243847,0.05673411662315057,0.010683450781339608,0.0022881149494366456
Ekonomski Fakultet(115),0.001278363694471077,0.05822695299415683,0.010678386833815392,0.012626534046732136
Umka - Karađorđeva(1958),0.0006391818472355385,0.04047760730640863,0.010676169328147939,9.827954388948764e-09
Podvožnjak(246),0.0009587727708533077,0.05287080531242608,0.010674835059656326,0.014381433318497505
Kalemarska(2249),0.0009587727708533077,0.042413891261030456,0.010672976748505359,3.3560155211099103e-08
Naselje Ekonomija(1167),0.0009587727708533077,0.04300853573048534,0.010672038840391895,1.3578656770167025e-05
Trg Republike(674),0.0015979546180888463,0.05808535521357367,0.01065950610984821,0.22325193302363772
Jajinci /Dom Zdravlja/(1605),0.0006391818472355385,0.041692205196535645,0.010650187392754702,5.378183631125173e-09
Popova Bara(2242),0.0009587727708533077,0.03706555473951053,0.010626791114537857,1.4335413791073008e-09
Timočki Put (Ulaz)(2934),0.0009587727708533077,0.029478821223997587,0.010567649115883515,7.388650119605204e-18
Đurđevdan(2734),0.0006391818472355385,0.030916833815842776,0.010561665801591706,4.864571566528379e-16
16. Oktobra(474),0.0006391818472355385,0.0412573673870334,0.010535687005617654,9.62109351396048e-09
Bežanijska Kosa (Izlaz)(1191),0.001278363694471077,0.04428247947919615,0.010534500555925296,2.487669962132979e-07
Ličkih Brigada(3010),0.0006391818472355385,0.040223162062449386,0.010507984044269548,1.551743972747165e-10
Trudbenička(1401),0.0006391818472355385,0.038598655399987664,0.010506591909081552,1.2000624734318047e-07
Pakračka(1257),0.0006391818472355385,0.04161346951803383,0.010498472813081285,9.374977752207801e-07
Narodnih Heroja(1004),0.0009587727708533077,0.05420716178992776,0.010477284939905056,6.895622088885232e-05
Partizanska 2(2465),0.0006391818472355385,0.03982537419814683,0.010476831103231703,4.230142817557998e-09
Spomen Park Jajinci(1609),0.0006391818472355385,0.03809489024434786,0.010439239150581155,8.335824362778589e-11
Železnički Nadvožnjak(2370),0.0009587727708533077,0.05538935405639837,0.010430604834494787,0.00027422990251402133
Jat Tehnika(2736),0.0009587727708533077,0.04180639989311243,0.010428834062959913,1.1055651536574224e-08
Deponija(1641),0.0006391818472355385,0.04381984707167465,0.010418853025080405,5.494871345697445e-09
Novo Naselje /Rušanj/(1697),0.0006391818472355385,0.04215844785772029,0.010393300991872294,3.628699628649116e-09
Narodnih Heroja(1985),0.0009587727708533077,0.05588098724863378,0.010389289128522394,0.0002736774730658892
Železnički Nadvožnjak(2371),0.0009587727708533077,0.055513173068393505,0.010376885638917945,0.00040576362248530295
Đurđevdan(2733),0.0006391818472355385,0.030820905813518252,0.010346375815824406,4.1165472143544077e-16
Ratarski Put(2517),0.0009587727708533077,0.043444455243463895,0.010311066336602451,6.628877304096716e-06
Moračko Brdo(3084),0.0006391818472355385,0.041987037558874445,0.010298862842646469,2.9826098732269045e-08
Drinske Divizije(1276),0.0009587727708533077,0.038359220801510344,0.010298783027865742,2.8775114743599416e-08
Trg Slavija(199),0.0015979546180888463,0.05954782476306474,0.010292124978241567,0.010351902799602571
Pk Beograd(1290),0.0006391818472355385,0.03662562037643974,0.010276452679530602,7.2947180628656095e-09
Timočki Put (Ulaz)(2933),0.0009587727708533077,0.02961357549143014,0.010252174399873346,8.948107841791422e-18
Peta Ekonomska(491),0.0006391818472355385,0.049420349369807624,0.010247223199713697,2.0671841122155193e-06
Mpi(827),0.001278363694471077,0.054754488503132324,0.010190250527062402,0.0004531111359685277
Marka Oreškovića(248),0.0006391818472355385,0.05082515755961276,0.010186970477433539,0.003095469254049176
Usek(1468),0.0006391818472355385,0.0237378143610363,0.010169770712941303,3.329163539296055e-16
Milutina Miljkovića(1607),0.0006391818472355385,0.04041278123627722,0.010161633997139726,1.2055177455774198e-09
Boljevci /Zapis/(2054),0.0006391818472355385,0.021543503556158385,0.010153418909277881,3.5746079330984103e-22
Generala Aračića(606),0.001278363694471077,0.051109078435856395,0.010146000003420204,0.002769923474579997
Mz Resnik(2889),0.0015979546180888463,0.03640319240524001,0.01014084742931919,3.669975577846465e-12
Kijevo(1643),0.0009587727708533077,0.04227464332036317,0.010140081173545734,1.3533958085860905e-09
Braće Jerković (Mitrovo Brdo)(432),0.0006391818472355385,0.049603677869372226,0.010131811302930237,1.11539059871923e-06
Šest Topola(2057),0.0006391818472355385,0.0215007215007215,0.010104231860396787,1.6137177934789063e-22
Suva Česma(1471),0.0006391818472355385,0.023594260162724236,0.010086245320551173,1.2959220379249566e-16
Blagoja Rankovića(1957),0.0006391818472355385,0.0389828819176239,0.010070908256692802,2.1638792119558745e-09
Dušanova(530),0.0015979546180888463,0.0565556881032426,0.010064739625750285,0.10400063365365504
Sebeš Suvi(1255),0.0006391818472355385,0.04045405768808098,0.010057561597899752,2.0180702870771434e-07
Branka Ćopića(472),0.0009587727708533077,0.0397757608115323,0.010052906056428387,2.2232694827737914e-09
Belarička(2630),0.0006391818472355385,0.04127260496220965,0.010046793119109535,2.928699708572874e-06
Milice Šuvaković(1892),0.0006391818472355385,0.046875,0.010004332669093516,0.0001330711424784043
Rađevska(3012),0.0006391818472355385,0.03896637608966376,0.010002019573080811,3.677751834574638e-11
Ilije Miličevića(1699),0.0009587727708533077,0.04058207851834559,0.009960307057015986,8.6297322069694e-10
Rakovica Selo (Spomen Česma)(1611),0.0006391818472355385,0.03703659864589745,0.009958617370307263,1.8399066665355938e-11
Kapija Šumadije(2393),0.0006391818472355385,0.03003253764865098,0.009950717210502709,1.090343145871317e-16
Železnička Stanica Tošin Bunar(1122),0.001278363694471077,0.05151465261771485,0.009910089604705356,1.8065009607882382e-05
Dušana Vukasovića(1138),0.0009587727708533077,0.04577572964669739,0.009886905320213248,3.033112132414946e-07
Višnjička Banja(1403),0.0006391818472355385,0.03719111406939013,0.009879670583212385,2.5830776433996878e-08
Beli Potok /Kumbara/(1617),0.001278363694471077,0.03449644451794278,0.009875362566620827,3.10073150302858e-13
Popova Bara(2241),0.0009587727708533077,0.03717123238851006,0.009852785322135264,4.035113159352458e-09
Partizanska 1(1827),0.0006391818472355385,0.03833384379785605,0.009852157539613077,9.69375477653422e-10
Koste Živkovića(1132),0.0006391818472355385,0.04783014109050887,0.009826626500767592,4.5342480077044157e-07
Go Rakovica(875),0.0015979546180888463,0.046866574800790844,0.009817715389972458,1.2347310231284144e-07
Aleksandra Dubčeka(312),0.001278363694471077,0.051382685233841305,0.009779672337227215,0.0011453752232663216
Naselje Braće Jerković(430),0.0006391818472355385,0.048214863553014776,0.009756688900187318,2.651311001735632e-07
Josipa Telarevića(2144),0.001278363694471077,0.03794014938403337,0.00974081781805509,1.1236165843138307e-11
Trudbenička(1402),0.0006391818472355385,0.0379968184191672,0.00973879833922674,6.5562035754576e-08
Stari Vinogradi(2078),0.0009587727708533077,0.049693485373058476,0.009731291240977007,1.0166114743068047e-06
Kapija Šumadije(2394),0.0006391818472355385,0.029921967639521097,0.0097277643988814,9.205695626486807e-17
Živojina Žujovića(250),0.0006391818472355385,0.04901546125287842,0.009721533942830502,0.000666349365676742
Sc Vizura(1983),0.0009587727708533077,0.05391481149631264,0.009720884946733697,7.067903384878055e-05
Sebeška Reka(1253),0.0006391818472355385,0.039552021842727304,0.009699647300968079,4.355659130355035e-08
Umka - Karađorđeva(973),0.0006391818472355385,0.040374193548387095,0.009690843153883931,6.5416792758224176e-09
Milice Šuvaković(1891),0.0006391818472355385,0.044571379732771144,0.009660825460144488,1.8141250028518666e-05
Naselje Tovilište 1(1292),0.0006391818472355385,0.035355532705845134,0.009649327011638693,1.5908166255310527e-09
Josipa Telarevića(2143),0.0006391818472355385,0.03647235724026996,0.00959460047451608,1.5908449394277595e-12
Milana Rakića(2284),0.0006391818472355385,0.044313208990100696,0.00954798657462875,9.734172451918981e-08
Košutnjak(1228),0.0006391818472355385,0.046758020890927836,0.00954537650596162,1.0782981131876766e-07
Ratarski Put(2305),0.0009587727708533077,0.04129548244051154,0.009541790141175295,9.473107314945635e-07
Suva Česma(1470),0.0006391818472355385,0.023195990926208727,0.009540601624821666,1.1165233795163783e-16
Save Mrkalja(1278),0.0009587727708533077,0.03697401538516076,0.009537935636869393,6.629699842141153e-09
Šest Topola(2056),0.0006391818472355385,0.021096136083224897,0.009524045479135474,1.468658980737825e-22
Trg Slavija /Bulevar Oslobođenja/(147),0.0022371364653243847,0.05760733485529126,0.009523141586684842,0.01570806954869909
Rakovica Selo(1613),0.0006391818472355385,0.036074986164914224,0.009496750924920205,4.085772012939608e-12
Slovačko Groblje(2105),0.0006391818472355385,0.021055110692416393,0.00947485843025437,6.674329319278707e-23
Pećani /Škola/(1956),0.0006391818472355385,0.03760049028443707,0.009467486263442624,4.771082750217412e-10
Careva Glavica(1473),0.0006391818472355385,0.023058896356561727,0.009457076232431538,4.3462282041426925e-17
Železnička Stanica Ripanj(2004),0.0006391818472355385,0.030646124915524823,0.009455396194897204,1.0479665595281167e-16
Trg Oslobođenja(452),0.0009587727708533077,0.05781703283504869,0.009430366418154078,0.0007836707507775058
Sebeš Mokri(1251),0.0006391818472355385,0.038890822312816944,0.009423990723127646,9.930408658876054e-09
Batajnica (Ulaz)(1169),0.0006391818472355385,0.03967690395881413,0.009422936923582006,6.319201125271334e-07
Svetozara Papića(1894),0.0006391818472355385,0.044923978119481414,0.00941274073732239,2.8764328420432022e-05
Vareška(870),0.001278363694471077,0.05073203949608444,0.009390076156988857,2.467250173656428e-06
Šuplja Stena(2395),0.0006391818472355385,0.02920695963857671,0.00934879372541954,2.454152829233467e-17
Sc 11. April(1183),0.001278363694471077,0.05132874015748032,0.009310224626676753,2.6800842748987404e-05
Rada Končara /Dom Zdravlja/(813),0.001278363694471077,0.043415520805871986,0.009287083187313435,4.614212737709699e-07
Čegarska(251),0.0006391818472355385,0.04739257531466307,0.009274271198510032,0.00014381666400018484
Toplana(1405),0.0006391818472355385,0.03588261602504558,0.009252749257343191,5.56082183545524e-09
Trg Slavija /Nemanjina/(925),0.001278363694471077,0.059228832648734596,0.009252363117272839,0.009229934171419395
Ugrinovci /Ulaz/(1829),0.0009587727708533077,0.0369500011808885,0.009246896468157921,2.3493802115264184e-10
Gradska Bolnica(253),0.0009587727708533077,0.04595253480585091,0.009218074015927282,3.278038341429081e-05
Dobrivoja Jovanovića(1945),0.0009587727708533077,0.033739486737114514,0.00921491425001594,1.2666534338932759e-12
Labudovo Brdo(1013),0.001278363694471077,0.0432540779651645,0.00920109657609499,1.381099793745954e-08
Mihaila Petrovića(2868),0.0006391818472355385,0.03575468787494429,0.009199163023273647,3.107630809025909e-10
Mihaila Petrovića(2859),0.0006391818472355385,0.035853012959334504,0.009197136260957117,8.777602104822593e-10
Vijadukt(945),0.0006391818472355385,0.044395573212258795,0.009176192150552542,5.9005998957959505e-09
Grobljanska(1879),0.0006391818472355385,0.036825195071143596,0.009167385002536674,2.8515886941481057e-10
Novo Groblje(80),0.0006391818472355385,0.05206582691315706,0.009165648216087056,0.0026821843609968793
Rada Končara(322),0.0009587727708533077,0.04486150140505821,0.009123183212221766,1.096981210894199e-06
Šuplja Stena(2396),0.0006391818472355385,0.02910020925366194,0.009121072933266845,2.0655980232936175e-17
Višnjika Banja(1404),0.0006391818472355385,0.0366320521676013,0.009111877013357708,1.4111805750176986e-08
Bačvanska(229),0.0009587727708533077,0.051094890510948905,0.009085982978738248,2.863651359052229e-05
Blagoja Rankovića(1083),0.0006391818472355385,0.0388874389470937,0.009085071227371911,1.436571014949014e-09
Topčiderski Park(2582),0.0015979546180888463,0.05672177507069828,0.009074718891962272,0.0005366763579479745
Svetozara Papića(1893),0.0006391818472355385,0.042796181305905845,0.00906708246737301,3.956666009072346e-06
Kružni Put(1615),0.0009587727708533077,0.03521626093122193,0.009062437568660965,9.910962760214951e-13
Borča Raskršće(1250),0.0009587727708533077,0.03822893376828061,0.009062296844762606,8.299435618087246e-09
Lepenskog Vira(3057),0.0006391818472355385,0.04423677774164817,0.00904400296287971,1.278895507281885e-08
Naselje Tovilište(2141),0.0009587727708533077,0.034172445803527546,0.009042839888046916,3.641790652968153e-10
Boleč /Crkva/(1715),0.0009587727708533077,0.028938460684756674,0.009042660840126908,6.437627182162065e-13
Rk Beograđanka(114),0.001278363694471077,0.06034017278617711,0.009031623378658867,0.029842169010253453
Dr Ivana Ribara(1148),0.0015979546180888463,0.045518023915510165,0.009015501456822991,8.316996376992351e-08
Put Za Milovanoviće(2006),0.0006391818472355385,0.030007480292306807,0.009012325765674999,2.4092470624742267e-17
Petlovo Brdo(949),0.0006391818472355385,0.04372432296470194,0.008989648656207752,1.8412705350776392e-09
Vitezova Karađorđeve Zvezde(477),0.0006391818472355385,0.04256100546804864,0.0089535896873845,2.1009206333351453e-08
Zlatiborska(318),0.0009587727708533077,0.048152536895400194,0.008941834531115784,2.1260957450267313e-05
Grčića Milenka(231),0.0009587727708533077,0.052764708858198006,0.008939013983944913,0.000123646750477746
Careva Glavica(1472),0.0006391818472355385,0.02267835011197843,0.008911432536702029,3.7445777643124543e-17
Put Za Zaklopaču(1497),0.0006391818472355385,0.024301591369789603,0.00891135561315276,9.926713999221877e-16
Slovačko Groblje(2104),0.0006391818472355385,0.020666970495571365,0.00889467204899308,6.345587308999726e-23
Pećani (Groblje)(2646),0.0006391818472355385,0.036316577490453694,0.008886953761294026,1.0535172610298959e-10
Oslobođenja(1702),0.0009587727708533077,0.039905115353713126,0.00887809378285387,2.721351418739379e-10
Usek(947),0.0006391818472355385,0.043288785589773386,0.008875769962302792,1.6899562080194485e-09
Ribarska(2059),0.0006391818472355385,0.02062759575449931,0.008845485000111942,2.8995230265802934e-23
Železnička Stanica Ripanj(2003),0.0006391818472355385,0.030742476493648127,0.00883187744142627,1.2187439057265848e-16
Gročica(1475),0.0006391818472355385,0.022547288776796973,0.0088279071443119,1.4576333430962708e-17
Maksima Brankovića(1172),0.0006391818472355385,0.038199997558325496,0.008799898096145592,1.3641275820108148e-07
Raskrsnica-Vrčin(2397),0.0006391818472355385,0.02843356414590262,0.008757651552504594,5.556853204588321e-18
Kp Dom(1302),0.0006391818472355385,0.03477168924400191,0.008715094917039402,8.823698151075731e-10
Omladinski Stadion /Ulaz/(1092),0.0006391818472355385,0.047034242251149924,0.008683052905930709,0.00023305757881269374
Nikole Dobrovića(1202),0.0009587727708533077,0.04737894067411647,0.008681099140623398,2.4241039682631297e-06
Vatrogasna Komanda(78),0.0006391818472355385,0.05002158169871949,0.008666128209510503,0.0007644651790692004
Šumice(218),0.001278363694471077,0.05130265121083438,0.008662339914059253,8.123412093990039e-06
Novo Naselje(1046),0.0006391818472355385,0.03466306262393513,0.008627816860495626,1.2011218858596707e-09
Crkva Sv. Georgija(1135),0.0009587727708533077,0.04653964570969613,0.00861684589598952,1.9465027244633715e-07
Put Za Ovču(1332),0.0006391818472355385,0.034533374536464774,0.008566724462789608,6.74564329039419e-11
Put Za Ovču(1331),0.0006391818472355385,0.03462508852691218,0.008564697700473127,1.9130253386034364e-10
Busije 2(1872),0.0006391818472355385,0.035536223325118396,0.008537602888348723,6.56182719481965e-11
Dom Omladine(358),0.0009587727708533077,0.057463454051274516,0.008531197438584028,0.12410001329359702
Vladimira Ćorovića (Ulaz)(3058),0.0006391818472355385,0.04271614039398779,0.00852810746938419,2.7895587156813207e-09
Raskrsnica-Vrčin(2398),0.0006391818472355385,0.028331356446311674,0.008523440630661919,4.6560393333284854e-18
Toplana(1406),0.0006391818472355385,0.03536192575012714,0.008484955687488686,3.0383367449847124e-09
Pećani /Škola/(1120),0.0006391818472355385,0.03750988995180896,0.00848124055007629,3.158889627084377e-10
Matice Srpske(470),0.0015979546180888463,0.03854682533816246,0.008420531020675593,6.705703850356381e-10
Pijaca Zvezdara(99),0.0009587727708533077,0.04596265992919782,0.008409623951130008,6.857631825870491e-06
Put Za Milovanoviće(2005),0.0006391818472355385,0.030108540856779956,0.008400247408483873,2.815841799714158e-17
V. Moštanica - Crkva(1947),0.0006391818472355385,0.035339161076099475,0.008374585865713715,2.3303704477666917e-11
Kbc Zemun(313),0.001278363694471077,0.04884712053327505,0.008367500050836196,0.00013195663712863983
16. Oktobra(475),0.0006391818472355385,0.040948529700443645,0.0083642843222076,4.55188075345795e-09
Zeleni Venac(359),0.002556727388942154,0.057688053097345135,0.008351777020858821,0.2892415140125883
Pkb Kovilovo(2214),0.001278363694471077,0.037647540096013864,0.00833660961709847,2.7987351883641834e-08
Gročica(1474),0.0006391818472355385,0.022183308283469927,0.008282263448582391,1.2558555445888537e-17
Put Za Zaklopaču(1498),0.0006391818472355385,0.02473869799655287,0.008277486658509333,1.1521811816195181e-15
Mostine(1499),0.0006391818472355385,0.023729893295110688,0.008277486658509333,3.329163539284211e-16
Ribarska(2058),0.0006391818472355385,0.020254918080540647,0.008265298618850673,2.829227357276305e-23
Bosanska(320),0.0006391818472355385,0.046356929094195386,0.008242162542130081,4.614015674073063e-06
Rašin Majdan(2008),0.0006391818472355385,0.028687472495232506,0.008216342757868934,1.7528719561062808e-18
Relje Oparušića(2061),0.0006391818472355385,0.020217096336499322,0.00821611156996953,1.2992170931833714e-23
Rasadnik(2399),0.0006391818472355385,0.027751170710940826,0.008200876302119773,1.2697095365848852e-18
Lešće(1407),0.0009587727708533077,0.03354956307296413,0.008199786004149502,2.7797824292035926e-10
Amd Grocka(1373),0.0006391818472355385,0.022057890507141145,0.008198738056192265,4.888613426874812e-18
Glumčevo Brdo(2032),0.0009587727708533077,0.029542278786963253,0.008195476514591139,2.8402072332867545e-16
Braće Smiljanić(1174),0.0006391818472355385,0.03682909604519774,0.008176900137113741,2.9468505565901533e-08
Pet Solitera(857),0.0009587727708533077,0.05501538461538462,0.008149280246152175,0.00011364657314919593
Brđanska(2607),0.0006391818472355385,0.029826701999885612,0.008101235731244829,4.756822099257114e-16
Sefkereški Kanal(1304),0.0006391818472355385,0.03362491403026135,0.008087969249147502,1.9153928233960782e-10
Oktobarska(685),0.0009587727708533077,0.04141025132012546,0.00808029716295285,2.682409875848738e-09
Blok Braća Marić(1382),0.0006391818472355385,0.044942045013860364,0.008050205661401067,5.016404741466892e-05
Novo Naselje(3059),0.0006391818472355385,0.0413254794231074,0.00802589948571412,6.090934535722731e-10
Mz Velika Moštanica(2602),0.0006391818472355385,0.032666228193805005,0.008009560847797154,2.822815482355751e-13
Zrenjaninski Put(1350),0.0006391818472355385,0.041912237462494645,0.0079977083723286,1.7824122225432403e-06
Park Tašmajdan(190),0.0009587727708533077,0.05942568465833555,0.007991373658493646,0.052500091694674234
Blok 23(122),0.0009587727708533077,0.05683097824112754,0.007985579911622666,0.001615420811688054
Prnjavor /Škola/(2403),0.0009587727708533077,0.026152804593666156,0.007976716435121153,1.9416566645092828e-20
Miljakovac 2(904),0.0009587727708533077,0.04627055483260381,0.007971874906252351,1.5735511358127902e-07
Surčinska(1139),0.001278363694471077,0.043381211180124224,0.007942987362350409,1.642566423765783e-08
Mirgorodska(1336),0.0006391818472355385,0.033392740894101575,0.007934285902305596,1.4665497050255715e-11
Mirgorodska(1335),0.0006391818472355385,0.033478488813755175,0.007932259139989116,4.1786078658489524e-11
Rasadnik(2400),0.0006391818472355385,0.02760403341773045,0.00793061036559216,1.0565105270584535e-18
V. Moštanica - Ekonom.(1946),0.0006391818472355385,0.03448389869734841,0.00792481155855873,5.1873369335979676e-12
Busije 1(2313),0.0006391818472355385,0.0343344342883478,0.007907820774160766,1.519759400985079e-11
Branka Ćopića(473),0.0009587727708533077,0.039553521767709966,0.007903969291289743,1.0601738259957413e-09
Pećani (Groblje)(2645),0.0006391818472355385,0.036229534770627334,0.00788161931844978,6.95565477791004e-11
