,index,BC_lovain
1225,Španskih Boraca(3021),4.0868404554701953e-07
1215,Vase Pelagića(776),4.0868404554701953e-07
1144,Narodnog Fronta(1567),4.0868404554701953e-07
1369,Brđani /Simići/(2014),4.0868404554701953e-07
1147,Dom Zdravlja(1582),4.0868404554701953e-07
1110,29.Novembra(2975),4.0868404554701953e-07
1366,Timočki Put (Ulaz)(2933),4.0868404554701953e-07
1205,Milana Vujaklije(2101),4.0868404554701953e-07
1224,Blok 23(122),4.0868404554701953e-07
1279,13.Oktobra(893),4.0868404554701953e-07
1117,Batutova(91),4.0868404554701953e-07
1265,Kijevo(1643),4.0868404554701953e-07
1210,Skopljanska(1774),4.0868404554701953e-07
1164,Put Za Jakovo(1787),4.0868404554701953e-07
1247,Naselje Radiofar(2553),4.0868404554701953e-07
1389,Stevana Lukovića(1743),4.0868404554701953e-07
1223,Železnik /Centar/(958),4.0868404554701953e-07
1373,Ripanj /Brdo/(2010),4.0868404554701953e-07
1344,Nićiforovićeva(1657),4.0868404554701953e-07
1196,Dušana Vukasovića(1137),4.0868404554701953e-07
1304,Zelengorska(1196),4.0868404554701953e-07
1277,Kijevo(1642),4.0868404554701953e-07
1317,Kolonija(2002),4.0868404554701953e-07
1172,Braće Suzić(1804),4.0868404554701953e-07
1254,Železnička Stanica Novi Beograd(2279),4.0868404554701953e-07
1278,Brđanska(2145),4.0868404554701953e-07
1228,Grmeč(1857),4.0868404554701953e-07
1291,Žarka Jelića(1820),4.0868404554701953e-07
708,Petrinjska(219),4.0868404554701953e-07
918,Železnički Tunel(983),4.0868404554701953e-07
526,Garaža Novi Beograd(2204),4.0868404554701953e-07
951,Kumodraž(2200),4.0868404554701953e-07
532,Prilaz(315),4.0868404554701953e-07
271,Pante Srećkovića(1075),4.0868404554701953e-07
957,Put Za Kotež(1722),4.0868404554701953e-07
958,Sebeš Mokri(1252),4.0868404554701953e-07
969,Pirotsko Naselje(1259),4.0868404554701953e-07
970,Blok Braća Marić(1379),4.0868404554701953e-07
976,Ševino Polje(2680),4.0868404554701953e-07
738,Bulevar Umetnosti(2323),4.0868404554701953e-07
208,Crkva Sv. Vasilija Ostroškog(854),4.0868404554701953e-07
983,Ševino Polje(2679),4.0868404554701953e-07
488,Medaković 3(265),4.0868404554701953e-07
993,Mihaila Todorovića(3164),4.0868404554701953e-07
994,Velimira Todorovića(212),4.0868404554701953e-07
701,Zemun /Pošta/(411),4.0868404554701953e-07
700,22. Oktobra(409),4.0868404554701953e-07
1005,Mihaila Todorovića(3165),4.0868404554701953e-07
690,Ruska(424),4.0868404554701953e-07
1011,Budvanska(485),4.0868404554701953e-07
949,Oktobarska(685),4.0868404554701953e-07
932,Smiljanićeva(540),4.0868404554701953e-07
552,"Blok ""Branko Momirov""(768)",4.0868404554701953e-07
762,Ljubinke Bobić(2098),4.0868404554701953e-07
805,Stadion Partizan(277),4.0868404554701953e-07
803,Mz Mladost(1212),4.0868404554701953e-07
855,Zdravka Jovanovića(917),4.0868404554701953e-07
460,Vitanovačka(447),4.0868404554701953e-07
856,Ratka Mitrovića(729),4.0868404554701953e-07
457,Pogon Kosmaj(2838),4.0868404554701953e-07
863,Petlja Radnička(3029),4.0868404554701953e-07
364,Zlatiborska(318),4.0868404554701953e-07
864,Gospodarska Mehana(23),4.0868404554701953e-07
867,Naselje Golf(2235),4.0868404554701953e-07
880,Muzej Savremene Umetnosti(3116),4.0868404554701953e-07
883,Kamenička(2248),4.0868404554701953e-07
491,Jovana Bijelića(438),4.0868404554701953e-07
907,Železnički Tunel(982),4.0868404554701953e-07
319,Stojana Jankovića(1744),4.0868404554701953e-07
783,Agostina Neta(1264),4.0868404554701953e-07
921,Železnik /Savska/(1910),4.0868404554701953e-07
515,Milutina Milankovića(1103),4.0868404554701953e-07
922,Mz Ostružnica(2165),4.0868404554701953e-07
1012,Mirijevska(1430),4.0868404554701953e-07
804,Jurija Gagarina(1115),4.0868404554701953e-07
1069,Kombinatova(1241),4.0868404554701953e-07
1056,Belarička(1168),4.0868404554701953e-07
601,Studentski Trg(82),4.0868404554701953e-07
86,Sanatorijum(1997),4.0868404554701953e-07
612,Sava Centar(121),4.0868404554701953e-07
18,Veljka Lukića Kurjaka(847),4.0868404554701953e-07
568,Diljska(341),4.0868404554701953e-07
1036,Geomašina(1155),4.0868404554701953e-07
21,Stadion Rajko Mitić(753),4.0868404554701953e-07
1035,Milice Šuvaković(1892),4.0868404554701953e-07
66,Voje Radića(1603),4.0868404554701953e-07
67,Voždovac(175),4.0868404554701953e-07
597,Sava Centar(120),4.0868404554701953e-07
654,Kralja Petra(73),4.0868404554701953e-07
594,Novi Beograd (Blok 20)(2846),4.0868404554701953e-07
1057,Institut Za Kukuruz(1881),4.0868404554701953e-07
574,Peke Pavlovića(589),4.0868404554701953e-07
197,Rakovica Selo(1614),4.0868404554701953e-07
625,Pilota Mihaila Petrovića(2442),4.0868404554701953e-07
1068,Drinske Divizije(1275),4.0868404554701953e-07
672,Hotel Srbija(381),4.0868404554701953e-07
675,Bulevar Zorana Đinđića(1085),4.0868404554701953e-07
171,Pijaca Đeram(90),4.0868404554701953e-07
641,Vojnomedicinska Akademija(286),4.0868404554701953e-07
1130, Zdravstvena Stanica  Leštane I Vinča(1547),3.4057003795584954e-07
289,Paje Adamova(281),3.065130341602646e-07
1184,Sc Mladost(2539),3.065130341602646e-07
528,Ix Beogradska Gimnazija(457),3.065130341602646e-07
731,Nikole Dobrovića(1188),3.065130341602646e-07
284,Narodnog Heroja Milana Tepića(756),3.065130341602646e-07
1078,Dr Ivana Ribara 1(784),3.065130341602646e-07
1081,Dr Ivana Ribara(771),3.065130341602646e-07
1088,Oš Branko Radičević(787),3.065130341602646e-07
1089,Dr Ivana Ribara 1(785),3.065130341602646e-07
1312,Tadeuša Košćuška(2),3.065130341602646e-07
1163,Boleč /Crkva/(1714),3.065130341602646e-07
802,Nehruova(789),3.065130341602646e-07
1338,Božidara Stojanovića(940),3.065130341602646e-07
1294,Dobanovci /Centar/(1866),3.065130341602646e-07
1297,Dobanovci /Centar/(1818),3.065130341602646e-07
942,Saobraćajni Fakultet(167),2.7245603036467965e-07
1323,Peđe Milosavljevića 1(3998),2.0434202277350976e-07
1303,Bezdan(1813),2.0434202277350976e-07
1293,Grmovac /Ulaz/(1696),2.0434202277350976e-07
553,Put Za Adu Huju(659),2.0434202277350976e-07
551,Diljska(342),2.0434202277350976e-07
1337,Ivo Lola Ribar(1656),2.0434202277350976e-07
1336,Bore Stankovića(2138),2.0434202277350976e-07
1307,Cvetni Trg(539),2.0434202277350976e-07
1313,Oš Veljka Dugoševića(3149),2.0434202277350976e-07
586,Gundulićev Venac(701),2.0434202277350976e-07
1306,Bregalnička(209),2.0434202277350976e-07
1305,Stojana Aralice(1186),2.0434202277350976e-07
560,Karaburma 2(334),2.0434202277350976e-07
575,Kumodraž 2(579),2.0434202277350976e-07
543,Preduzeće Izolacija(570),2.0434202277350976e-07
1302,Fruškogorska(1823),2.0434202277350976e-07
1322,Kolonija(1914),2.0434202277350976e-07
538,Junska(578),2.0434202277350976e-07
1316,Kolonija(1913),2.0434202277350976e-07
1334,Železnička Tehnička Stanica 1(2541),2.0434202277350976e-07
492,Bulevar Peka Dapčevića(907),2.0434202277350976e-07
1332,Atanasija Pulje(1728),2.0434202277350976e-07
561,Karaburma 2(490),2.0434202277350976e-07
1331,Kovilovo 1(1352),2.0434202277350976e-07
493,Bjelovarska(444),2.0434202277350976e-07
1326,Železnička Tehnička Stanica(2429),2.0434202277350976e-07
535,Bačka(2520),2.0434202277350976e-07
1325,Atanasija Pulje(817),2.0434202277350976e-07
1300,Partizanska(2264),2.0434202277350976e-07
1320,Minel 3(1637),2.0434202277350976e-07
1309,Vodeničarska(2653),2.0434202277350976e-07
1106,Avalska(956),2.0434202277350976e-07
482,Braće Srnić(2152),2.0434202277350976e-07
84,Beli Potok /Ulaz/(1633),2.0434202277350976e-07
1381,Iv Beogradska Gimnazija(2441),2.0434202277350976e-07
1382,Železnička Stanica Topčider(3018),2.0434202277350976e-07
1383,Šolina(757),2.0434202277350976e-07
148,Veljka Dugoševića(1076),2.0434202277350976e-07
102,Marijane Gregoran(609),2.0434202277350976e-07
99,Ladne Vode(619),2.0434202277350976e-07
96,Nikole Doksata(2282),2.0434202277350976e-07
1390,Servis Dmb(877),2.0434202277350976e-07
90,Selište(623),2.0434202277350976e-07
1392,Košutnjak(2459),2.0434202277350976e-07
1393,Servis Dmb(878),2.0434202277350976e-07
1394,Ruska(21),2.0434202277350976e-07
89,Mz Pinosava(1623),2.0434202277350976e-07
1398,Ruska(20),2.0434202277350976e-07
1379,Veliki Mokri Lug(2082),2.0434202277350976e-07
1399,Šuplja Stena(2395),2.0434202277350976e-07
82,Zemljoradnička (Izlaz) - Osečinska(2883),2.0434202277350976e-07
79,Oš Vasa Čarapić(2170),2.0434202277350976e-07
75,1. Nova(2895),2.0434202277350976e-07
68,Rakovica Selo(1613),2.0434202277350976e-07
1407,Trešnja /Škola/(2409),2.0434202277350976e-07
1408,Trešnja /Okretnica/(2794),2.0434202277350976e-07
1410,Pavićevac 2(2820),2.0434202277350976e-07
1411,Topčiderska Okretnica(2453),2.0434202277350976e-07
1412,Dorćol /Src Milan Gale Muškatirović/(529),2.0434202277350976e-07
1413,Pavićevac 3(2800),2.0434202277350976e-07
1414,Brestovačka(3082),2.0434202277350976e-07
1415,Jovijanova(3060),2.0434202277350976e-07
1380,Crveni Krst(208),2.0434202277350976e-07
1378,Timočki Put 2. Deo(2936),2.0434202277350976e-07
481,Vojislava Ilića(426),2.0434202277350976e-07
295,Oš Đura Jakšić(939),2.0434202277350976e-07
1342,Vml(1576),2.0434202277350976e-07
475,Medaković 3(264),2.0434202277350976e-07
471,Pive Karamatijevića(565),2.0434202277350976e-07
465,Meštrovićeva(441),2.0434202277350976e-07
327,Kneza Višeslava(731),2.0434202277350976e-07
326,Susedgradska(3044),2.0434202277350976e-07
1351,Gradine(2605),2.0434202277350976e-07
1352,Žikice Jovanovića(1664),2.0434202277350976e-07
1353,Žikice Jovanovića(2619),2.0434202277350976e-07
1354,Put Za Zaklopaču(1498),2.0434202277350976e-07
324,Cerak Vinogradi(2216),2.0434202277350976e-07
591,Viline Vode(717),2.0434202277350976e-07
300,Pivljanina Baje 1(2569),2.0434202277350976e-07
1359,Plantaža(1463),2.0434202277350976e-07
199,Zemljoradnička (Izlaz) - Osečinska(2884),2.0434202277350976e-07
1360,Vikendice(1460),2.0434202277350976e-07
293,Vareška(869),2.0434202277350976e-07
1362,Mali Lug(1515),2.0434202277350976e-07
1363,Careva Glavica(1473),2.0434202277350976e-07
1364,Timočke Divizije(2728),2.0434202277350976e-07
1367,Šejkina(2559),2.0434202277350976e-07
283,Ćalije(614),2.0434202277350976e-07
258,Cvetni Trg(538),2.0434202277350976e-07
232,Stadion Rajko Mitić(754),2.0434202277350976e-07
216,Veljka Lukića Kurjaka(848),2.0434202277350976e-07
213,Bebelova(542),2.0434202277350976e-07
204,Riste Stefanovića(1602),2.0434202277350976e-07
202,1. Nova(2894),2.0434202277350976e-07
589,Železnička Stanica Dunav(721),2.0434202277350976e-07
1263,Resnik (Železnička Pruga)(2983),2.0434202277350976e-07
1290,Pećani(964),2.0434202277350976e-07
1175,Galovica(1765),2.0434202277350976e-07
1014,Zeleno Brdo(3163),2.0434202277350976e-07
1154,Dom Zdravlja(1581),2.0434202277350976e-07
1013,Oš Desanka Maksimović(2574),2.0434202277350976e-07
1007,16. Oktobra(474),2.0434202277350976e-07
1160,Petra Kočića(1450),2.0434202277350976e-07
1003,Oš Desanka Maksimović(2573),2.0434202277350976e-07
1162,Cerska(3129),2.0434202277350976e-07
997,Dr Velizara Kosanovića(226),2.0434202277350976e-07
995,Budvanska(486),2.0434202277350976e-07
991,Milošev Kladenac(2833),2.0434202277350976e-07
979,Vojni Put(325),2.0434202277350976e-07
1171,Don Kihotova(3120),2.0434202277350976e-07
978,Vojni Put(326),2.0434202277350976e-07
967,Popova Bara(2241),2.0434202277350976e-07
912,Mz Železnik(1944),2.0434202277350976e-07
956,Tašmajdan /Park/(84),2.0434202277350976e-07
955,Kralja Vladimira(158),2.0434202277350976e-07
954,Visoka Škola Elektrotehnike(166),2.0434202277350976e-07
952,Kumodraž 2(681),2.0434202277350976e-07
950,Zemljoradnička (Ulaz)(2874),2.0434202277350976e-07
1187,Novo Naselje(1954),2.0434202277350976e-07
1188,Ledine(1757),2.0434202277350976e-07
944,Institut Torlak(682),2.0434202277350976e-07
924,Reni Bunar(2219),2.0434202277350976e-07
923,Nadvožnjak(2159),2.0434202277350976e-07
1195,Blok 61(1262),2.0434202277350976e-07
1197,Naselje Mileva Marić Ajnštajn(1130),2.0434202277350976e-07
919,Ateks(979),2.0434202277350976e-07
1016,Veselina Čajkanovića(3097),2.0434202277350976e-07
1018,Baza Voždovac(1933),2.0434202277350976e-07
1023,Novo Naselje(953),2.0434202277350976e-07
1024,Prvomajska(2342),2.0434202277350976e-07
1103,Naselje Mala Pruga(2708),2.0434202277350976e-07
1098,Ugrinovački Put(2306),2.0434202277350976e-07
1113,Lion(94),2.0434202277350976e-07
1097,Privredna Zona (Izlaz)(2737),2.0434202277350976e-07
1093,Most Gazela(1055),2.0434202277350976e-07
1118,Boleč (Groblje)(2899),2.0434202277350976e-07
1077,Fk Banja(2474),2.0434202277350976e-07
1075,Marijane Gregoran(2562),2.0434202277350976e-07
1073,Višnjika Banja(1404),2.0434202277350976e-07
1072,Put Za Jabučki Rit(1285),2.0434202277350976e-07
1070,Mihajla Vukše(1234),2.0434202277350976e-07
1127,Hotel Radmilovac(1449),2.0434202277350976e-07
1067,Kovilovo 2(1355),2.0434202277350976e-07
1063,Frikom(1288),2.0434202277350976e-07
1060,13. Maj(1900),2.0434202277350976e-07
1134,Elektrodistribucija(1539),2.0434202277350976e-07
1135,Skladište Boja(1536),2.0434202277350976e-07
1136,Vinča /Ulaz/(1551),2.0434202277350976e-07
1138,Privredna Zona(2773),2.0434202277350976e-07
1139,Put Za Institut(1441),2.0434202277350976e-07
1055,Polimark(2738),2.0434202277350976e-07
1045,13. Maj /Ulaz/(466),2.0434202277350976e-07
1027,Maksima Brankovića(1172),2.0434202277350976e-07
1145,Mali Mokri Lug (Crkva)(2579),2.0434202277350976e-07
1146,Narodnog Fronta(2580),2.0434202277350976e-07
1025,29.Novembra(2976),2.0434202277350976e-07
1148,Ilidenska(3157),2.0434202277350976e-07
917,Radnih Akcija(2229),2.0434202277350976e-07
1203,Vinogradska (Plandište)(2768),2.0434202277350976e-07
592,Klanički Kej(718),2.0434202277350976e-07
660,Vojvode Vlahovića(2622),2.0434202277350976e-07
759,Gandijeva(1128),2.0434202277350976e-07
750,Autoput(1088),2.0434202277350976e-07
746,Marka Oreškovića(248),2.0434202277350976e-07
741,Blok 29(1097),2.0434202277350976e-07
740,Autoput(1089),2.0434202277350976e-07
1252,Naselje Okrajak(2254),2.0434202277350976e-07
737,Blok 28(1101),2.0434202277350976e-07
730,Hotel Nacional(1030),2.0434202277350976e-07
705,Hotel Srbija(382),2.0434202277350976e-07
1260,8. Septembra(3081),2.0434202277350976e-07
1104,Ljiljane Krstić(2309),2.0434202277350976e-07
1264,Resnički Put(3047),2.0434202277350976e-07
658,Centralno Groblje(593),2.0434202277350976e-07
782,Jurija Gagarina(1114),2.0434202277350976e-07
645,Umljenovićeva(647),2.0434202277350976e-07
644,Centralno Groblje(594),2.0434202277350976e-07
642,Pedagoška Akademija(1995),2.0434202277350976e-07
1274,Košutnjak(2460),2.0434202277350976e-07
635,Toplana 1(2363),2.0434202277350976e-07
632,Miljakovac 1(874),2.0434202277350976e-07
630,Kneza Višeslava(730),2.0434202277350976e-07
629,Ratka Mitrovića(518),2.0434202277350976e-07
1283,Topčiderska Reka - Prilaz(3002),2.0434202277350976e-07
1284,Jugolek(1972),2.0434202277350976e-07
1286,Nadvožnjak(2158),2.0434202277350976e-07
1288,Zelengora(2367),2.0434202277350976e-07
1204,Sc Mladost(2538),2.0434202277350976e-07
1244,Ikarbus(1859),2.0434202277350976e-07
787,Oš Branko Radičević(786),2.0434202277350976e-07
1240,Jove Mitrovića(3091),2.0434202277350976e-07
1206,Novo Naselje(1953),2.0434202277350976e-07
905,Ateks(978),2.0434202277350976e-07
901,Novi Železnički Most(1059),2.0434202277350976e-07
1209,Galovica(1764),2.0434202277350976e-07
1214,Dragomira Momčilovića(2667),2.0434202277350976e-07
858,Zdravka Jovanovića(918),2.0434202277350976e-07
1218,Miloša Jankovića(254),2.0434202277350976e-07
1220,Topčiderska Zvezda(773),2.0434202277350976e-07
1221,Pedagoška Akademija(1994),2.0434202277350976e-07
1222,Braće Mitrović (995),2.0434202277350976e-07
853,Žarkovo(914),2.0434202277350976e-07
836,Petra Lekovića(506),2.0434202277350976e-07
1226,Jrb(1060),2.0434202277350976e-07
1227,Grmeč(1856),2.0434202277350976e-07
1230,Naselje Mileva Marić Ajnštajn(1134),2.0434202277350976e-07
1231,Mz Blok 61(1272),2.0434202277350976e-07
1232,Orlovac(3048),2.0434202277350976e-07
790,Blok 63(1268),2.0434202277350976e-07
1235,Drage Vukićević(1709),2.0434202277350976e-07
1236,Mz Rušanj(1704),2.0434202277350976e-07
1237,Jove Mitrovića(3090),2.0434202277350976e-07
1238,Drage Vukićević(1708),2.0434202277350976e-07
1239,Mz Rušanj(1703),2.0434202277350976e-07
1416,Mz Vml(3056),2.0434202277350976e-07
1329,Železnička Stanica Zemun(3144),1.3622801518233983e-07
1328,Železnička Stanica Zemun(3143),1.3622801518233983e-07
1327,Zemun (Novi Grad)(552),1.3622801518233983e-07
646,Pijaca Skadarlija(55),1.0217101138675488e-07
1253,Naselje Radiofar(1860),1.0217101138675488e-07
747,Gundulićev Venac(700),1.0217101138675488e-07
